"094118","Q1900010","122 Non preferential tariff quota","PK","","2019-03-30","Semi-milled or wholly milled rice","New"
"094119","Q1900010","122 Non preferential tariff quota","1008","TH,US,IN,PK","2019-03-30","Semi-milled or wholly milled rice","New"
"094113","Q1900010","122 Non preferential tariff quota","TH","","2019-03-30","Semi-milled or wholly milled rice","New"
"094166","Q1900010","122 Non preferential tariff quota","1011","","2019-03-30","Semi-milled or wholly milled rice","New"
"094168","Q1900010","122 Non preferential tariff quota","1011","","2019-03-30","Broken rice","New"
"094150","Q1900010","122 Non preferential tariff quota","AU","","2019-03-30","Broken rice","New"
"094153","Q1900010","122 Non preferential tariff quota","US","","2019-03-30","Broken rice","New"
"094154","Q1900010","122 Non preferential tariff quota","1008","AU,US","2019-03-30","Broken rice","New"
"094217","Q1900010","122 Non preferential tariff quota","BR","","2019-03-30","Prepared turkey meat","New"
"094218","Q1900010","122 Non preferential tariff quota","1008","BR","2019-03-30","Prepared turkey meat","New"
"094251","Q1900010","122 Non preferential tariff quota","BR","","2019-03-30","Processed chicken meat, uncooked, containing 57% or more by weight of poultry meat or offal","New"
"094261","Q1900010","122 Non preferential tariff quota","1008","BR","2019-03-30","Processed chicken meat, uncooked, containing 57% or more by weight of poultry meat or offal","New"
"094214","Q1900010","122 Non preferential tariff quota","BR","","2019-03-30","Cooked meat of fowls of the species Gallus domesticus","New"
"094215","Q1900010","122 Non preferential tariff quota","TH","","2019-03-30","Cooked meat of fowls of the species Gallus domesticus","New"
"094216","Q1900010","122 Non preferential tariff quota","1008","TH,BR","2019-03-30","Cooked meat of fowls of the species Gallus domesticus","New"
"094252","Q1900010","122 Non preferential tariff quota","BR","","2019-03-30","Processed chicken meat, containing 25% or more but less than 57% by weight of poultry meat or offal","New"
"094254","Q1900010","122 Non preferential tariff quota","TH","","2019-03-30","Processed chicken meat, containing 25% or more but less than 57% by weight of poultry meat or offal","New"
"094260","Q1900010","122 Non preferential tariff quota","1011","","2019-03-30","Processed chicken meat, containing 25% or more but less than 57% by weight of poultry meat or offal","New"
"094253","Q1900010","122 Non preferential tariff quota","BR","","2019-03-30","Processed chicken meat, containing less than 25% by weight of poultry meat or offal","New"
"094255","Q1900010","122 Non preferential tariff quota","TH","","2019-03-30","Processed chicken meat, containing less than 25% by weight of poultry meat or offal","New"
"094262","Q1900010","122 Non preferential tariff quota","1011","","2019-03-30","Processed chicken meat, containing less than 25% by weight of poultry meat or offal","New"
"094257","Q1900010","122 Non preferential tariff quota","TH","","2019-03-30","Processed duck, geese, guinea fowl meat, uncooked, containing 57% or more by weight of poultry meat or offal","New"
"094256","Q1900010","122 Non preferential tariff quota","TH","","2019-03-30","Processed duck, geese, guinea fowl meat, cooked, containing 57% or more by weight of poultry meat or offal","New"
"094263","Q1900010","122 Non preferential tariff quota","1011","","2019-03-30","Processed duck, geese, guinea fowl meat, cooked, containing 57% or more by weight of poultry meat or offal","New"
"094258","Q1900010","122 Non preferential tariff quota","TH","","2019-03-30","Processed duck, geese, guinea fowl meat, cooked, containing 25% or more but less than 57% by weight of poultry meat or offal","New"
"094264","Q1900010","122 Non preferential tariff quota","1008","TH","2019-03-30","Processed duck, geese, guinea fowl meat, cooked, containing 25% or more but less than 57% by weight of poultry meat or offal","New"
"094259","Q1900010","122 Non preferential tariff quota","TH","","2019-03-30","Processed duck, geese, guinea fowl meat, cooked, containing 25% or more but less than 57% by weight of poultry meat or offal","New"
"094265","Q1900010","122 Non preferential tariff quota","1008","TH","2019-03-30","Processed duck, geese, guinea fowl meat, cooked, containing 25% or more but less than 57% by weight of poultry meat or offal","New"
"094321","Q1900010","122 Non preferential tariff quota","IN","","2019-03-30","Cane or beet sugar","New"
"094057","Q1900010","122 Non preferential tariff quota","1011","","2019-03-30","Meat of bovine animals, frozen Edible offal of bovine animals, frozen","New"
"094058","Q1900010","122 Non preferential tariff quota","1011","","2019-03-30","Meat of bovine animals, frozen Edible offal of bovine animals, frozen","New"
"094594","Q1900010","122 Non preferential tariff quota","1011","","2019-03-30","Cheese and curd: - Cheese for processing","New"
"094515","Q1900010","122 Non preferential tariff quota","NZ","","2019-03-30","Cheese for processing","New"
"094317","Q1900010","122 Non preferential tariff quota","AU","","2019-03-30","Raw cane sugar, for refining","New"
"094318","Q1900010","122 Non preferential tariff quota","BR","","2019-03-30","Raw cane sugar, for refining","New"
"094320","Q1900010","122 Non preferential tariff quota","1011","","2019-03-30","Raw cane sugar, for refining","New"
