Commodity,Suffix,Start,End,Description,Indents
33772,2008000000,80,1972-01-01 00:00:00,,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included"
33773,2008110000,10,1972-01-01 00:00:00,,"Nuts, groundnuts and other seeds, whether or not mixed together"
33774,2008110000,80,1972-01-01 00:00:00,,Groundnuts
33783,2008190000,80,1972-01-01 00:00:00,,"Other, including mixtures"
33794,2008200000,80,1972-01-01 00:00:00,,Pineapples
33795,2008201100,10,1972-01-01 00:00:00,,Containing added spirit
33796,2008201100,20,1972-01-01 00:00:00,,In immediate packings of a net content exceeding 1|kg
33799,2008203100,10,1972-01-01 00:00:00,,In immediate packings of a net content not exceeding 1|kg
33802,2008205100,10,1972-01-01 00:00:00,,Not containing added spirit
33803,2008205100,20,1972-01-01 00:00:00,,"Containing added sugar, in immediate packings of a net content exceeding 1|kg"
33810,2008207100,10,1972-01-01 00:00:00,,"Containing added sugar, in immediate packings of a net content not exceeding 1|kg"
33824,2008300000,80,1972-01-01 00:00:00,,Citrus fruit
33825,2008301100,10,1972-01-01 00:00:00,,Containing added spirit
33826,2008301100,20,1972-01-01 00:00:00,,With a sugar content exceeding 9|% by weight
33833,2008303100,10,1972-01-01 00:00:00,,Other
33836,2008305100,10,1972-01-01 00:00:00,,Not containing added spirit
33837,2008305100,20,1972-01-01 00:00:00,,"Containing added sugar, in immediate packings of a net content exceeding 1|kg"
33839,2008305500,80,1972-01-01 00:00:00,,"Mandarins (including tangerines and satsumas); clementines, wilkings and other similar citrus hybrids"
33843,2008305900,80,1972-01-01 00:00:00,,Other
33847,2008307100,10,1972-01-01 00:00:00,,"Containing added sugar, in immediate packings of a net content not exceeding 1|kg"
33849,2008307500,80,1972-01-01 00:00:00,,"Mandarins (including tangerines and satsumas); clementines, wilkings and other similar citrus hybrids"
33853,2008307900,80,1972-01-01 00:00:00,,Other
33876,2008400000,80,1972-01-01 00:00:00,,Pears
33877,2008401100,10,1972-01-01 00:00:00,,Containing added spirit
33878,2008401100,20,1972-01-01 00:00:00,,In immediate packings of a net content exceeding 1|kg
33879,2008401100,30,1972-01-01 00:00:00,,With a sugar content exceeding 13|% by weight
33882,2008402100,10,1972-01-01 00:00:00,,Other
33885,2008403100,10,1972-01-01 00:00:00,,In immediate packings of a net content not exceeding 1|kg
33888,2008405100,10,1972-01-01 00:00:00,,Not containing added spirit
33889,2008405100,20,1972-01-01 00:00:00,,"Containing added sugar, in immediate packings of a net content exceeding 1|kg"
33890,2008405100,80,1972-01-01 00:00:00,,With a sugar content exceeding 13|% by weight
33891,2008405900,80,1972-01-01 00:00:00,,Other
33892,2008407100,10,1972-01-01 00:00:00,,"Containing added sugar, in immediate packings of a net content not exceeding 1|kg"
33893,2008407100,80,1972-01-01 00:00:00,,With a sugar content exceeding 15|% by weight
33894,2008407900,80,1972-01-01 00:00:00,,Other
33898,2008500000,80,1972-01-01 00:00:00,,Apricots
33899,2008501100,10,1972-01-01 00:00:00,,Containing added spirit
33900,2008501100,20,1972-01-01 00:00:00,,In immediate packings of a net content exceeding 1|kg
33901,2008501100,30,1972-01-01 00:00:00,,With a sugar content exceeding 13|% by weight
33904,2008503100,10,1972-01-01 00:00:00,,Other
33907,2008505100,10,1972-01-01 00:00:00,,In immediate packings of a net content not exceeding 1|kg
33910,2008506100,10,1972-01-01 00:00:00,,Not containing added spirit
33911,2008506100,20,1972-01-01 00:00:00,,"Containing added sugar, in immediate packings of a net content exceeding 1|kg"
33912,2008506100,80,1972-01-01 00:00:00,,With a sugar content exceeding 13|% by weight
33913,2008506900,80,1972-01-01 00:00:00,,Other
33914,2008507100,10,1972-01-01 00:00:00,,"Containing added sugar, in immediate packings of a net content not exceeding 1|kg"
33915,2008507100,80,1972-01-01 00:00:00,,With a sugar content exceeding 15|% by weight
33916,2008507900,80,1972-01-01 00:00:00,,Other
33925,2008600000,80,1972-01-01 00:00:00,,Cherries
33926,2008601100,10,1972-01-01 00:00:00,,Containing added spirit
33927,2008601100,20,1972-01-01 00:00:00,,With a sugar content exceeding 9|% by weight
33933,2008603100,10,1972-01-01 00:00:00,,Other
33935,2008603900,80,1972-01-01 00:00:00,,Other
33956,2008700000,80,1972-01-01 00:00:00,,"Peaches, including nectarines"
33957,2008701100,10,1972-01-01 00:00:00,,Containing added spirit
33958,2008701100,20,1972-01-01 00:00:00,,In immediate packings of a net content exceeding 1|kg
33959,2008701100,30,1972-01-01 00:00:00,,With a sugar content exceeding 13|% by weight
33962,2008703100,10,1972-01-01 00:00:00,,Other
33965,2008705100,10,1972-01-01 00:00:00,,In immediate packings of a net content not exceeding 1|kg
33968,2008706100,10,1972-01-01 00:00:00,,Not containing added spirit
33969,2008706100,20,1972-01-01 00:00:00,,"Containing added sugar, in immediate packings of a net content exceeding 1|kg"
33970,2008706100,80,1972-01-01 00:00:00,,With a sugar content exceeding 13|% by weight
33971,2008706900,80,1972-01-01 00:00:00,,Other
33972,2008707100,10,1972-01-01 00:00:00,,"Containing added sugar, in immediate packings of a net content not exceeding 1|kg"
33973,2008707100,80,1972-01-01 00:00:00,,With a sugar content exceeding 15|% by weight
33974,2008707900,80,1972-01-01 00:00:00,,Other
33982,2008800000,80,1972-01-01 00:00:00,,Strawberries
33983,2008801100,10,1972-01-01 00:00:00,,Containing added spirit
33984,2008801100,20,1972-01-01 00:00:00,,With a sugar content exceeding 9|% by weight
33987,2008803100,10,1972-01-01 00:00:00,,Other
33990,2008805000,10,1972-01-01 00:00:00,,Not containing added spirit
33991,2008805000,80,1972-01-01 00:00:00,,"Containing added sugar, in immediate packings of a net content exceeding 1|kg"
33992,2008807000,80,1972-01-01 00:00:00,,"Containing added sugar, in immediate packings of a net content not exceeding 1|kg"
33996,2008910000,10,1972-01-01 00:00:00,,"Other, including mixtures other than those of subheading|2008|19"
34047,2008990000,80,1972-01-01 00:00:00,,Other
34048,2008991100,10,1972-01-01 00:00:00,,Containing added spirit
34049,2008991100,20,1972-01-01 00:00:00,,Ginger
34052,2008992100,10,1972-01-01 00:00:00,,Grapes
34073,2008993400,80,1990-01-01 00:00:00,,Other
34081,2008994100,10,1972-01-01 00:00:00,,Not containing added spirit
33941,2008603990,80,1972-01-01 00:00:00,,Other
34082,2008994100,20,1972-01-01 00:00:00,,"Containing added sugar, in immediate packings of a net content exceeding 1|kg"
34084,2008994300,80,1972-01-01 00:00:00,,Grapes
34085,2008994500,80,1972-01-01 00:00:00,,Plums and prunes
34110,2008995100,10,1972-01-01 00:00:00,,"Containing added sugar, in immediate packings of a net content not exceeding 1|kg"
34136,2008999100,80,1972-01-01 00:00:00,,"Yams, sweet potatoes and similar edible parts of plants, containing 5|% or more by weight of starch"
34139,2008999900,80,1972-01-01 00:00:00,,Other
34165,2009000000,80,1972-01-01 00:00:00,,"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter"
34166,2009110000,10,1972-01-01 00:00:00,,Orange juice
34167,2009110000,80,1972-01-01 00:00:00,,Frozen
34168,2009111100,10,1972-01-01 00:00:00,,Of a Brix value exceeding 67
34169,2009111100,80,1972-01-01 00:00:00,,Of a value not exceeding €|30|per 100|kg net weight
34172,2009111900,80,1972-01-01 00:00:00,,Other
34175,2009119100,10,1972-01-01 00:00:00,,Of a Brix value not exceeding 67
34176,2009119100,80,1972-01-01 00:00:00,,Of a value not exceeding €|30|per 100|kg net weight and with an added sugar content exceeding 30|% by weight
34179,2009119900,80,1972-01-01 00:00:00,,Other
34185,2009190000,80,1972-01-01 00:00:00,,Other
34186,2009191100,10,1972-01-01 00:00:00,,Of a Brix value exceeding 67
34187,2009191100,80,1972-01-01 00:00:00,,Of a value not exceeding €|30|per 100|kg net weight
34190,2009191900,80,1972-01-01 00:00:00,,Other
34193,2009199100,10,1972-01-01 00:00:00,,Of a Brix value exceeding 20|but not exceeding 67
34194,2009199100,80,1972-01-01 00:00:00,,Of a value not exceeding €|30|per 100|kg net weight and with an added sugar content exceeding 30|% by weight
34240,2009500000,80,1972-01-01 00:00:00,,Tomato juice
34401,2009900000,80,1972-01-01 00:00:00,,Mixtures of juices
34402,2009901100,10,1972-01-01 00:00:00,,Of a Brix value exceeding 67
34403,2009901100,20,1972-01-01 00:00:00,,Mixtures of apple and pear juice
34404,2009901100,80,1972-01-01 00:00:00,,Of a value not exceeding €|22|per 100|kg net weight
34406,2009902100,10,1972-01-01 00:00:00,,Other
34407,2009902100,80,1972-01-01 00:00:00,,Of a value not exceeding €|30|per 100|kg net weight
34415,2009902900,80,1972-01-01 00:00:00,,Other
34418,2009903100,10,1972-01-01 00:00:00,,Of a Brix value not exceeding 67
34419,2009903100,20,1972-01-01 00:00:00,,Mixtures of apple and pear juice
34422,2009904100,10,1972-01-01 00:00:00,,Other
34423,2009904100,20,1972-01-01 00:00:00,,Of a value exceeding €|30|per 100|kg net weight
34424,2009904100,30,1972-01-01 00:00:00,,Mixtures of citrus fruit juices and pineapple juice
34427,2009905100,10,1972-01-01 00:00:00,,Other
34428,2009905100,80,1972-01-01 00:00:00,,Containing added sugar
34432,2009905900,80,1972-01-01 00:00:00,,Other
34436,2009907100,10,1972-01-01 00:00:00,,Of a value not exceeding €|30|per 100|kg net weight
34437,2009907100,20,1972-01-01 00:00:00,,Mixtures of citrus fruit juices and pineapple juice
34458,2100000000,80,1971-12-31 00:00:00,,MISCELLANEOUS EDIBLE PREPARATIONS
34459,2101000000,80,1972-01-01 00:00:00,,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof"
34488,2101200000,80,1972-01-01 00:00:00,,"Extracts, essences and concentrates, of tea or maté, and preparations with a basis of these extracts, essences or concentrates, or with a basis of tea or maté"
34495,2101300000,80,1972-01-01 00:00:00,,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof"
34496,2101301100,10,1972-01-01 00:00:00,,Roasted chicory and other roasted coffee substitutes
34499,2101309100,10,1972-01-01 00:00:00,,"Extracts, essences and concentrates of roasted chicory and other roasted coffee substitutes"
34502,2102000000,80,1972-01-01 00:00:00,,"Yeasts (active or inactive); other single-cell micro-organisms, dead (but not including vaccines of heading|3002); prepared baking powders"
34503,2102100000,80,1972-01-01 00:00:00,,Active yeasts
34504,2102101000,80,1972-01-01 00:00:00,,Culture yeast
34507,2102103100,10,1972-01-01 00:00:00,,Bakers' yeast
34510,2102109000,80,1972-01-01 00:00:00,,Other
34513,2102200000,80,1972-01-01 00:00:00,,"Inactive yeasts; other single-cell micro-organisms, dead"
34514,2102201100,10,1972-01-01 00:00:00,,Inactive yeasts
34515,2102201100,80,1972-01-01 00:00:00,,"In tablet, cube or similar form, or in immediate packings of a net content not exceeding 1|kg"
34518,2102201900,80,1972-01-01 00:00:00,,Other
34523,2103000000,80,1972-01-01 00:00:00,,Sauces and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal and prepared mustard
34530,2103300000,80,1972-01-01 00:00:00,,Mustard flour and meal and prepared mustard
34532,2103309000,80,1972-01-01 00:00:00,,Prepared mustard
34535,2103900000,80,1972-01-01 00:00:00,,Other
34538,2103909000,80,1972-01-01 00:00:00,,Other
34545,2104000000,80,1972-01-01 00:00:00,,Soups and broths and preparations therefor; homogenised composite food preparations
34546,2104100000,80,1972-01-01 00:00:00,,Soups and broths and preparations therefor
34556,2105000000,80,1972-01-01 00:00:00,,"Ice cream and other edible ice, whether or not containing cocoa"
34560,2105009100,10,1972-01-01 00:00:00,,Containing by weight of milkfats
34567,2106000000,80,1972-01-01 00:00:00,,Food preparations not elsewhere specified or included
34568,2106100000,80,1972-01-01 00:00:00,,Protein concentrates and textured protein substances
34576,2106900000,80,1972-01-01 00:00:00,,Other
34580,2106903000,10,1972-01-01 00:00:00,,Flavoured or coloured sugar syrups
34581,2106903000,80,1972-01-01 00:00:00,,Isoglucose syrups
34582,2106905100,10,1972-01-01 00:00:00,,Other
34583,2106905100,80,1972-01-01 00:00:00,,Lactose syrup
34584,2106905500,80,1972-01-01 00:00:00,,Glucose syrup and maltodextrine syrup
34585,2106905900,80,1972-01-01 00:00:00,,Other
34628,2200000000,80,1971-12-31 00:00:00,,"BEVERAGES, SPIRITS AND VINEGAR"
34629,2201000000,80,1972-01-01 00:00:00,,"Waters, including natural or artificial mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavoured; ice and snow"
34630,2201100000,80,1972-01-01 00:00:00,,Mineral waters and aerated waters
34631,2201101100,10,1992-01-01 00:00:00,,Natural mineral waters
34638,2202000000,80,1972-01-01 00:00:00,,"Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured, and other non-alcoholic beverages, not including fruit or vegetable juices of heading|2009"
34648,2203000000,80,1972-01-01 00:00:00,,Beer made from malt
34649,2203000100,10,1994-01-01 00:00:00,,In containers holding 10|litres or less
34654,2204000000,80,1972-01-01 00:00:00,,"Wine of fresh grapes, including fortified wines; grape must other than that of heading|2009"
34655,2204100000,80,1972-01-01 00:00:00,,Sparkling wine
34536,2103901000,80,1972-01-01 00:00:00,,"Mango chutney, liquid"
34656,2204101100,10,1972-01-01 00:00:00,,With a protected designation of origin (PDO)
34675,2204210000,10,1972-01-01 00:00:00,,Other wine; grape must with fermentation prevented or arrested by the addition of alcohol
34676,2204210000,80,1972-01-01 00:00:00,,In containers holding 2|litres or less
34812,2204290000,80,1972-01-01 00:00:00,,Other
34928,2204300000,80,1972-01-01 00:00:00,,Other grape must
34941,2205000000,80,1972-01-01 00:00:00,,Vermouth and other wine of fresh grapes flavoured with plants or aromatic substances
34942,2205100000,80,1972-01-01 00:00:00,,In containers holding 2|litres or less
34945,2205900000,80,1972-01-01 00:00:00,,Other
34948,2206000000,80,1972-01-01 00:00:00,,"Other fermented beverages (for example, cider, perry, mead, saké); mixtures of fermented beverages and mixtures of fermented beverages and non-alcoholic beverages, not elsewhere specified or included"
34950,2206003100,10,1994-01-01 00:00:00,,Other
34951,2206003100,20,1994-01-01 00:00:00,,Sparkling
34954,2206005100,10,1994-01-01 00:00:00,,"Still, in containers holding"
34955,2206005100,20,1994-01-01 00:00:00,,2|litres or less
34958,2206008100,10,1994-01-01 00:00:00,,More than 2|litres
34966,2207000000,80,1972-01-01 00:00:00,,"Undenatured ethyl alcohol of an alcoholic strength by volume of 80|%|vol or higher; ethyl alcohol and other spirits, denatured, of any strength"
34967,2207100000,80,1972-01-01 00:00:00,,Undenatured ethyl alcohol of an alcoholic strength by volume of 80|%|vol or higher
34974,2207200000,80,1972-01-01 00:00:00,,"Ethyl alcohol and other spirits, denatured, of any strength"
34981,2208000000,80,1972-01-01 00:00:00,,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80|%|vol; spirits, liqueurs and other spirituous beverages"
34985,2208200000,80,1972-01-01 00:00:00,,Spirits obtained by distilling grape wine or grape marc
34989,2208201200,10,1994-01-01 00:00:00,,In containers holding 2|litres or less
34657,2204101100,80,1972-01-01 00:00:00,,Champagne
34995,2208204000,10,1994-01-01 00:00:00,,In containers holding more than 2|litres
34997,2208206200,10,1994-01-01 00:00:00,,Other
35006,2208300000,80,1972-01-01 00:00:00,,Whiskies
35007,2208301100,10,1972-01-01 00:00:00,,"Bourbon whiskey, in containers holding"
35022,2208400000,80,1972-01-01 00:00:00,,Rum and other spirits obtained by distilling fermented sugar-cane products
35025,2208500000,80,1972-01-01 00:00:00,,Gin and Geneva
35026,2208501100,10,1972-01-01 00:00:00,,"Gin, in containers holding"
35029,2208509100,10,1972-01-01 00:00:00,,"Geneva, in containers holding"
35032,2208900000,80,1972-01-01 00:00:00,,Other
35033,2208901100,10,1972-01-01 00:00:00,,"Arrack, in containers holding"
35046,2208904100,10,1994-01-01 00:00:00,,"Other spirits and other spirituous beverages, in containers holding"
35047,2208904100,20,1994-01-01 00:00:00,,2|litres or less
35049,2208904500,10,1994-01-01 00:00:00,,Other
35050,2208904500,20,1994-01-01 00:00:00,,Spirits (excluding liqueurs)
35051,2208904500,30,1994-01-01 00:00:00,,Distilled from fruit
35093,2208907100,10,1972-01-01 00:00:00,,More than 2|litres
35094,2208907100,20,1972-01-01 00:00:00,,Spirits (excluding liqueurs)
35111,2208909100,10,1972-01-01 00:00:00,,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80|%|vol, in containers holding"
35112,2208909100,80,1972-01-01 00:00:00,,2|litres or less
35115,2208909900,80,1972-01-01 00:00:00,,More than 2|litres
35118,2209000000,80,1972-01-01 00:00:00,,Vinegar and substitutes for vinegar obtained from acetic acid
35119,2209001100,10,1972-01-01 00:00:00,,"Wine vinegar, in containers holding"
35122,2209009100,10,1972-01-01 00:00:00,,"Other, in containers holding"
35125,2300000000,80,1971-12-31 00:00:00,,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER
34996,2208204000,80,1994-01-01 00:00:00,,Raw distillate
35126,2301000000,80,1972-01-01 00:00:00,,"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves"
35129,2302000000,80,1972-01-01 00:00:00,,"Bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, milling or other working of cereals or of leguminous plants"
35130,2302100000,80,1972-01-01 00:00:00,,Of maize (corn)
35136,2302300000,80,1972-01-01 00:00:00,,Of wheat
35139,2302400000,80,1972-01-01 00:00:00,,Of other cereals
35143,2303000000,80,1972-01-01 00:00:00,,"Residues of starch manufacture and similar residues, beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets"
35144,2303100000,80,1972-01-01 00:00:00,,Residues of starch manufacture and similar residues
35145,2303101100,10,1972-01-01 00:00:00,,"Residues from the manufacture of starch from maize (excluding concentrated steeping liquors), of a protein content, calculated on the dry product"
35146,2303101100,80,1972-01-01 00:00:00,,Exceeding 40|% by weight
35149,2303200000,80,1972-01-01 00:00:00,,"Beet-pulp, bagasse and other waste of sugar manufacture"
35159,2306000000,80,1972-01-01 00:00:00,,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils, other than those of heading|2304|or 2305"
35166,2306900000,80,1972-01-01 00:00:00,,Other
35174,2307000000,80,1972-01-01 00:00:00,,Wine lees; argol
35175,2307001100,10,1972-01-01 00:00:00,,Wine lees
35179,2308000000,80,1972-01-01 00:00:00,,"Vegetable materials and vegetable waste, vegetable residues and by-products, whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included"
35187,2309000000,80,1972-01-01 00:00:00,,Preparations of a kind used in animal feeding
35188,2309100000,80,1972-01-01 00:00:00,,"Dog or cat food, put up for retail sale"
35189,2309101100,10,1972-01-01 00:00:00,,"Containing starch, glucose, glucose syrup, maltodextrine or maltodextrine syrup of subheadings|1702|30|50, 1702|30|90, 1702|40|90, 1702|90|50|and 2106|90|55|or milk products"
35190,2309101100,20,1972-01-01 00:00:00,,"Containing starch, glucose, glucose syrup, maltodextrine or maltodextrine syrup"
35191,2309101100,30,1972-01-01 00:00:00,,Containing no starch or containing 10|% or less by weight of starch
35196,2309103100,10,1972-01-01 00:00:00,,Containing more than 10|% but not more than 30|% by weight of starch
35200,2309105100,10,1972-01-01 00:00:00,,Containing more than 30|% by weight of starch
35206,2309900000,80,1972-01-01 00:00:00,,Other
35207,2309901000,80,1972-01-01 00:00:00,,Fish or marine mammal solubles
35210,2309903100,10,1972-01-01 00:00:00,,"Other, including premixes"
35211,2309903100,20,1972-01-01 00:00:00,,"Containing starch, glucose, glucose syrup, maltodextrine or maltodextrine syrup of subheadings|1702|30|50, 1702|30|90, 1702|40|90, 1702|90|50|and 2106|90|55|or milk products"
35212,2309903100,30,1972-01-01 00:00:00,,"Containing starch, glucose, glucose syrup, maltodextrine or maltodextrin syrup"
35213,2309903100,40,1972-01-01 00:00:00,,Containing no starch or containing 10|% or less by weight of starch
35214,2309903100,80,1972-01-01 00:00:00,,Containing no milk products or containing less than 10|% by weight of such products
35221,2309903300,80,1972-01-01 00:00:00,,Containing not less than 10|% but less than 50|% by weight of milk products
35222,2309903500,80,1972-01-01 00:00:00,,Containing not less than 50|% but less than 75|% by weight of milk products
35223,2309903900,80,1972-01-01 00:00:00,,Containing not less than 75|% by weight of milk products
35224,2309904100,10,1972-01-01 00:00:00,,Containing more than 10|% but not more than 30|% by weight of starch
35225,2309904100,80,1972-01-01 00:00:00,,Containing no milk products or containing less than 10|% by weight of such products
35234,2309904300,80,1972-01-01 00:00:00,,Containing not less than 10|% but less than 50|% by weight of milk products
35235,2309904900,80,1972-01-01 00:00:00,,Containing not less than 50|% by weight of milk products
35236,2309905100,10,1972-01-01 00:00:00,,Containing more than 30|% by weight of starch
35237,2309905100,80,1972-01-01 00:00:00,,Containing no milk products or containing less than 10|% by weight of such products
35238,2309905300,80,1972-01-01 00:00:00,,Containing not less than 10|% but less than 50|% by weight of milk products
35239,2309905900,80,1972-01-01 00:00:00,,Containing not less than 50|% by weight of milk products
35240,2309907000,80,1972-01-01 00:00:00,,"Containing no starch, glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing milk products"
35241,2309909100,10,1972-01-01 00:00:00,,Other
35242,2309909100,80,1972-01-01 00:00:00,,Beet-pulp with added molasses
35246,2400000000,80,1971-12-31 00:00:00,,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES
35247,2401000000,80,1972-01-01 00:00:00,,Unmanufactured tobacco; tobacco refuse
35248,2401100000,80,1972-01-01 00:00:00,,"Tobacco, not stemmed/stripped"
35261,2401107000,80,1972-01-01 00:00:00,,Dark air-cured tobacco
35264,2401200000,80,1972-01-01 00:00:00,,"Tobacco, partly or wholly stemmed/stripped"
35277,2401207000,80,1972-01-01 00:00:00,,Dark air-cured tobacco
35283,2402000000,80,1972-01-01 00:00:00,,"Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes"
35285,2402200000,80,1972-01-01 00:00:00,,Cigarettes containing tobacco
35287,2403000000,80,1972-01-01 00:00:00,,Other manufactured tobacco and manufactured tobacco substitutes; 'homogenised' or 'reconstituted' tobacco; tobacco extracts and essences
35291,2403910000,10,1972-01-01 00:00:00,,Other
35293,2403990000,80,1972-01-01 00:00:00,,Other
35296,2500000000,80,1971-12-31 00:00:00,,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT"
35297,2501000000,80,1972-01-01 00:00:00,,"Salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents; sea water"
35299,2501003100,10,1972-01-01 00:00:00,,"Salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents"
35301,2501005100,10,1972-01-01 00:00:00,,Other
35302,2501005100,80,1972-01-01 00:00:00,,Denatured or for industrial uses (including refining) other than the preservation or preparation of foodstuffs for human or animal consumption
35303,2501009100,10,1972-01-01 00:00:00,,Other
35307,2503000000,80,1972-01-01 00:00:00,,"Sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur"
35310,2504000000,80,1972-01-01 00:00:00,,Natural graphite
35313,2505000000,80,1972-01-01 00:00:00,,"Natural sands of all kinds, whether or not coloured, other than metal-bearing sands of Chapter|26"
35316,2506000000,80,1972-01-01 00:00:00,,"Quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
35321,2507000000,80,1972-01-01 00:00:00,,"Kaolin and other kaolinic clays, whether or not calcined"
