Commodity,Suffix,Start,End,Description,Indents
47334,8204000000,80,1972-01-01 00:00:00,,"Hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches); interchangeable spanner sockets, with or without handles"
47335,8204110000,10,1972-01-01 00:00:00,,Hand-operated spanners and wrenches
47339,8205000000,80,1972-01-01 00:00:00,,"Hand tools (including glaziers' diamonds), not elsewhere specified or included; blowlamps; vices, clamps and the like, other than accessories for and parts of machine-tools or water-jet cutting machines; anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks"
47344,8205510000,10,1972-01-01 00:00:00,,Other hand tools (including glaziers' diamonds)
47346,8205590000,80,1972-01-01 00:00:00,,Other
47353,8205900000,80,1972-01-01 00:00:00,,"Other, including sets of articles of two or more subheadings of this heading"
47355,8207000000,80,1972-01-01 00:00:00,,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving), including dies for drawing or extruding metal, and rock-drilling or earth-boring tools"
47363,8207200000,80,1972-01-01 00:00:00,,Dies for drawing or extruding metal
47368,8207300000,80,1972-01-01 00:00:00,,"Tools for pressing, stamping or punching"
47369,8207301000,80,1972-01-01 00:00:00,,For working metal
47371,8207400000,80,1972-01-01 00:00:00,,Tools for tapping or threading
47380,8207500000,80,1972-01-01 00:00:00,,"Tools for drilling, other than for rock-drilling"
47382,8207503000,10,1972-01-01 00:00:00,,With working part of other materials
47384,8207505000,10,1972-01-01 00:00:00,,Other
47385,8207505000,20,1972-01-01 00:00:00,,"For working metal, with working part"
47390,8207600000,80,1972-01-01 00:00:00,,Tools for boring or broaching
47403,8207700000,80,1972-01-01 00:00:00,,Tools for milling
47404,8207701000,10,1972-01-01 00:00:00,,"For working metal, with working part"
47406,8207703100,10,1972-01-01 00:00:00,,Of other materials
47412,8207800000,80,1972-01-01 00:00:00,,Tools for turning
47413,8207801100,10,1972-01-01 00:00:00,,"For working metal, with working part"
47419,8207900000,80,1972-01-01 00:00:00,,Other interchangeable tools
47421,8207903000,10,1972-01-01 00:00:00,,With working part of other materials
47424,8207907100,10,1972-01-01 00:00:00,,"Other, with working part"
47425,8207907100,20,1972-01-01 00:00:00,,Of cermets
47430,8207909100,10,1972-01-01 00:00:00,,Of other materials
47433,8208000000,80,1972-01-01 00:00:00,,"Knives and cutting blades, for machines or for mechanical appliances"
47441,8209000000,80,1972-01-01 00:00:00,,"Plates, sticks, tips and the like for tools, unmounted, of cermets"
47449,8211000000,80,1972-01-01 00:00:00,,"Knives with cutting blades, serrated or not (including pruning knives), other than knives of heading|8208, and blades therefor"
47451,8211910000,10,1972-01-01 00:00:00,,Other
47464,8212000000,80,1972-01-01 00:00:00,,Razors and razor blades (including razor blade blanks in strips)
47465,8212100000,80,1972-01-01 00:00:00,,Razors
47471,8214000000,80,1972-01-01 00:00:00,,"Other articles of cutlery (for example, hair clippers, butchers' or kitchen cleavers, choppers and mincing knives, paperknives); manicure or pedicure sets and instruments (including nail files)"
47475,8215000000,80,1972-01-01 00:00:00,,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar kitchen or tableware"
47476,8215100000,80,1972-01-01 00:00:00,,Sets of assorted articles containing at least one article plated with precious metal
47479,8215103000,10,1992-01-01 00:00:00,,Other
47483,8215200000,80,1972-01-01 00:00:00,,Other sets of assorted articles
47486,8215910000,10,1972-01-01 00:00:00,,Other
47488,8215990000,80,1972-01-01 00:00:00,,Other
47491,8300000000,80,1971-12-31 00:00:00,,MISCELLANEOUS ARTICLES OF BASE METAL
47492,8301000000,80,1972-01-01 00:00:00,,"Padlocks and locks (key, combination or electrically operated), of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys for any of the foregoing articles, of base metal"
47496,8301400000,80,1972-01-01 00:00:00,,Other locks
47497,8301401100,10,1972-01-01 00:00:00,,Locks of a kind used for doors of buildings
47502,8301600000,80,1972-01-01 00:00:00,,Parts
47504,8302000000,80,1972-01-01 00:00:00,,"Base-metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base-metal hat-racks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base metal"
47505,8302100000,80,1972-01-01 00:00:00,,Hinges
47508,8302200000,80,1972-01-01 00:00:00,,Castors
47512,8302410000,10,1972-01-01 00:00:00,,"Other mountings, fittings and similar articles"
47513,8302410000,80,1972-01-01 00:00:00,,Suitable for buildings
47514,8302420000,80,1972-01-01 00:00:00,,"Other, suitable for furniture"
47517,8302490000,80,1972-01-01 00:00:00,,Other
47521,8302600000,80,1972-01-01 00:00:00,,Automatic door closers
47524,8303000000,80,1972-01-01 00:00:00,,"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal"
47478,8215102000,80,1992-01-01 00:00:00,,Containing only articles plated with precious metal
47480,8215103000,80,1992-01-01 00:00:00,,Of stainless steel
47481,8215108000,80,1992-01-01 00:00:00,,Other
47529,8305000000,80,1972-01-01 00:00:00,,"Fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing tags and similar office articles, of base metal; staples in strips (for example, for offices, upholstery, packaging), of base metal"
47530,8305100000,80,1972-01-01 00:00:00,,Fittings for loose-leaf binders or files
47535,8306000000,80,1972-01-01 00:00:00,,"Bells, gongs and the like, non-electric, of base metal; statuettes and other ornaments, of base metal; photograph, picture or similar frames, of base metal; mirrors of base metal"
47537,8306210000,10,1972-01-01 00:00:00,,Statuettes and other ornaments
47543,8307000000,80,1972-01-01 00:00:00,,"Flexible tubing of base metal, with or without fittings"
47544,8307100000,80,1972-01-01 00:00:00,,Of iron or steel
47547,8307900000,80,1972-01-01 00:00:00,,Of other base metal
47550,8308000000,80,1972-01-01 00:00:00,,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing or clothing accessories, footwear, jewellery, wrist watches, books, awnings, leather goods, travel goods or saddlery or for other made up articles; tubular or bifurcated rivets, of base metal; beads and spangles, of base metal"
47552,8308200000,80,1972-01-01 00:00:00,,Tubular or bifurcated rivets
47555,8308900000,80,1972-01-01 00:00:00,,"Other, including parts"
47558,8309000000,80,1972-01-01 00:00:00,,"Stoppers, caps and lids (including crown corks, screw caps and pouring stoppers), capsules for bottles, threaded bungs, bung covers, seals and other packing accessories, of base metal"
47560,8309900000,80,1972-01-01 00:00:00,,Other
47562,8309909000,80,1972-01-01 00:00:00,,Other
47564,8311000000,80,1972-01-01 00:00:00,,"Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, coated or cored with flux material, of a kind used for soldering, brazing, welding or deposition of metal or of metal carbides; wire and rods, of agglomerated base metal powder, used for metal spraying"
47571,8400000000,80,1971-12-31 00:00:00,,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
47531,8305200000,80,1972-01-01 00:00:00,,Staples in strips
47572,8401000000,80,1972-01-01 00:00:00,,"Nuclear reactors; fuel elements (cartridges), non-irradiated, for nuclear reactors; machinery and apparatus for isotopic separation"
47575,8401300000,80,1972-01-01 00:00:00,,"Fuel elements (cartridges), non-irradiated"
47578,8401400000,80,1972-01-01 00:00:00,,Parts of nuclear reactors
47585,8402000000,80,1972-01-01 00:00:00,,Steam or other vapour generating boilers (other than central heating hot water boilers capable also of producing low pressure steam); superheated water boilers
47586,8402110000,10,1972-01-01 00:00:00,,Steam or other vapour generating boilers
47589,8402190000,80,1972-01-01 00:00:00,,"Other vapour generating boilers, including hybrid boilers"
47594,8403000000,80,1972-01-01 00:00:00,,Central heating boilers other than those of heading|8402
47595,8403100000,80,1972-01-01 00:00:00,,Boilers
47598,8403900000,80,1972-01-01 00:00:00,,Parts
47601,8404000000,80,1972-01-01 00:00:00,,"Auxiliary plant for use with boilers of heading|8402|or 8403|(for example, economisers, superheaters, soot removers, gas recoverers); condensers for steam or other vapour power units"
47605,8405000000,80,1972-01-01 00:00:00,,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers"
47607,8405900000,80,1972-01-01 00:00:00,,Parts
47608,8406000000,80,1972-01-01 00:00:00,,Steam turbines and other vapour turbines
47618,8406900000,80,1972-01-01 00:00:00,,Parts
47621,8407000000,80,1972-01-01 00:00:00,,Spark-ignition reciprocating or rotary internal combustion piston engines
47622,8407100000,80,1972-01-01 00:00:00,,Aircraft engines
47627,8407210000,10,1972-01-01 00:00:00,,Marine propulsion engines
47628,8407210000,80,1972-01-01 00:00:00,,Outboard motors
47632,8407219100,10,1972-01-01 00:00:00,,Of a cylinder capacity exceeding 325|cm$3
47573,8401100000,80,1972-01-01 00:00:00,,Nuclear reactors
47644,8407310000,10,1972-01-01 00:00:00,,Reciprocating piston engines of a kind used for the propulsion of vehicles of Chapter|87
47646,8407320000,80,1972-01-01 00:00:00,,Of a cylinder capacity exceeding 50|cm$3|but not exceeding 250|cm$3
47649,8407330000,80,1972-01-01 00:00:00,,Of a cylinder capacity exceeding 250|cm$3|but not exceeding 1|000|cm$3
47652,8407340000,80,1972-01-01 00:00:00,,Of a cylinder capacity exceeding 1|000|cm$3
47654,8407343000,10,1972-01-01 00:00:00,,Other
47656,8407349100,10,1972-01-01 00:00:00,,"New, of a cylinder capacity"
47659,8407900000,80,1972-01-01 00:00:00,,Other engines
47660,8407901000,80,1972-01-01 00:00:00,,Of a cylinder capacity not exceeding 250|cm$3
47661,8407905000,10,1972-01-01 00:00:00,,Of a cylinder capacity exceeding 250|cm$3
47669,8408000000,80,1972-01-01 00:00:00,,Compression-ignition internal combustion piston engines (diesel or semi-diesel engines)
47670,8408100000,80,1972-01-01 00:00:00,,Marine propulsion engines
47702,8408200000,80,1972-01-01 00:00:00,,Engines of a kind used for the propulsion of vehicles of Chapter|87
47704,8408203100,10,1972-01-01 00:00:00,,Other
47705,8408203100,20,1972-01-01 00:00:00,,"For wheeled agricultural or forestry tractors, of a power"
47709,8408205100,10,1972-01-01 00:00:00,,"For other vehicles of Chapter|87, of a power"
47714,8408900000,80,1972-01-01 00:00:00,,Other engines
47732,8409000000,80,1972-01-01 00:00:00,,Parts suitable for use solely or principally with the engines of heading|8407|or 8408
47733,8409100000,80,1972-01-01 00:00:00,,For aircraft engines
47738,8409910000,10,1972-01-01 00:00:00,,Other
47655,8407343000,80,1972-01-01 00:00:00,,Used
47739,8409910000,80,1972-01-01 00:00:00,,Suitable for use solely or principally with spark-ignition internal combustion piston engines
47740,8409990000,80,1972-01-01 00:00:00,,Other
47741,8410000000,80,1972-01-01 00:00:00,,"Hydraulic turbines, water wheels, and regulators therefor"
47742,8410110000,10,1972-01-01 00:00:00,,Hydraulic turbines and water wheels
47749,8411000000,80,1972-01-01 00:00:00,,"Turbojets, turbopropellers and other gas turbines"
47750,8411110000,10,1972-01-01 00:00:00,,Turbojets
47751,8411110000,80,1972-01-01 00:00:00,,Of a thrust not exceeding 25|kN
47756,8411120000,80,1972-01-01 00:00:00,,Of a thrust exceeding 25|kN
47764,8411210000,10,1972-01-01 00:00:00,,Turbopropellers
47765,8411210000,80,1972-01-01 00:00:00,,Of a power not exceeding 1|100|kW
47770,8411220000,80,1972-01-01 00:00:00,,Of a power exceeding 1|100|kW
47777,8411810000,10,1972-01-01 00:00:00,,Other gas turbines
47778,8411810000,80,1972-01-01 00:00:00,,Of a power not exceeding 5|000|kW
47781,8411820000,80,1972-01-01 00:00:00,,Of a power exceeding 5|000|kW
47787,8411910000,10,1972-01-01 00:00:00,,Parts
47788,8411910000,80,1972-01-01 00:00:00,,Of turbojets or turbopropellers
47793,8411990000,80,1972-01-01 00:00:00,,Other
47796,8412000000,80,1972-01-01 00:00:00,,Other engines and motors
47797,8412100000,80,1972-01-01 00:00:00,,Reaction engines other than turbojets
47802,8412210000,10,1972-01-01 00:00:00,,Hydraulic power engines and motors
47803,8412210000,80,1972-01-01 00:00:00,,Linear acting (cylinders)
47808,8412290000,80,1972-01-01 00:00:00,,Other
47815,8412310000,10,1972-01-01 00:00:00,,Pneumatic power engines and motors
47816,8412310000,80,1972-01-01 00:00:00,,Linear acting (cylinders)
47819,8412390000,80,1972-01-01 00:00:00,,Other
47822,8412800000,80,1972-01-01 00:00:00,,Other
47827,8412900000,80,1972-01-01 00:00:00,,Parts
47835,8413000000,80,1972-01-01 00:00:00,,"Pumps for liquids, whether or not fitted with a measuring device; liquid elevators"
47836,8413110000,10,1972-01-01 00:00:00,,Pumps fitted or designed to be fitted with a measuring device
47838,8413190000,80,1972-01-01 00:00:00,,Other
47841,8413200000,80,1972-01-01 00:00:00,,"Handpumps, other than those of subheading|8413|11|or 8413|19"
47844,8413300000,80,1972-01-01 00:00:00,,"Fuel, lubricating or cooling medium pumps for internal combustion piston engines"
47848,8413500000,80,1972-01-01 00:00:00,,Other reciprocating positive displacement pumps
47858,8413600000,80,1972-01-01 00:00:00,,Other rotary positive displacement pumps
47871,8413700000,80,1972-01-01 00:00:00,,Other centrifugal pumps
47892,8413810000,10,1972-01-01 00:00:00,,Other pumps; liquid elevators
47893,8413810000,80,1972-01-01 00:00:00,,Pumps
47897,8413910000,10,1972-01-01 00:00:00,,Parts
47898,8413910000,80,1972-01-01 00:00:00,,Of pumps
47902,8414000000,80,1972-01-01 00:00:00,,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters"
47903,8414100000,80,1972-01-01 00:00:00,,Vacuum pumps
47910,8414200000,80,1972-01-01 00:00:00,,Hand- or foot-operated air pumps
47915,8414300000,80,1972-01-01 00:00:00,,Compressors of a kind used in refrigerating equipment
47922,8414400000,80,1972-01-01 00:00:00,,Air compressors mounted on a wheeled chassis for towing
47925,8414510000,10,1972-01-01 00:00:00,,Fans
47926,8414510000,80,1972-01-01 00:00:00,,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output not exceeding 125|W"
47929,8414590000,80,1972-01-01 00:00:00,,Other
47936,8414800000,80,1972-01-01 00:00:00,,Other
47955,8414900000,80,1972-01-01 00:00:00,,Parts
47958,8415000000,80,1972-01-01 00:00:00,,"Air-conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated"
47959,8415100000,80,1972-01-01 00:00:00,,"Of a kind designed to be fixed to a window, wall, ceiling or floor, self-contained or ""split-system"""
47960,8415810000,10,1972-01-01 00:00:00,,Other
47961,8415810000,80,1972-01-01 00:00:00,,Incorporating a refrigerating unit and a valve for reversal of the cooling/heat cycle (reversible heat pumps)
47964,8415820000,80,1972-01-01 00:00:00,,"Other, incorporating a refrigerating unit"
47967,8415830000,80,1972-01-01 00:00:00,,Not incorporating a refrigerating unit
47970,8415900000,80,1972-01-01 00:00:00,,Parts
47973,8416000000,80,1972-01-01 00:00:00,,"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances"
47974,8416100000,80,1972-01-01 00:00:00,,Furnace burners for liquid fuel
47977,8416200000,80,1972-01-01 00:00:00,,"Other furnace burners, including combination burners"
47980,8417000000,80,1972-01-01 00:00:00,,"Industrial or laboratory furnaces and ovens, including incinerators, non-electric"
47982,8417200000,80,1972-01-01 00:00:00,,"Bakery ovens, including biscuit ovens"
47985,8417800000,80,1972-01-01 00:00:00,,Other
47989,8418000000,80,1972-01-01 00:00:00,,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps other than air-conditioning machines of heading|8415"
47990,8418100000,80,1972-01-01 00:00:00,,"Combined refrigerator-freezers, fitted with separate external doors"
47993,8418210000,10,1972-01-01 00:00:00,,"Refrigerators, household type"
47994,8418210000,80,1972-01-01 00:00:00,,Compression-type
47995,8418211000,80,1972-01-01 00:00:00,,Of a capacity exceeding 340|litres
47996,8418215100,10,1972-01-01 00:00:00,,Other
47997,8418215100,80,1972-01-01 00:00:00,,Table model
47998,8418215900,80,1972-01-01 00:00:00,,Building-in type
47999,8418219100,10,1972-01-01 00:00:00,,"Other, of a capacity"
48000,8418219100,80,1972-01-01 00:00:00,,Not exceeding 250|litres
48001,8418219900,80,1972-01-01 00:00:00,,Exceeding 250|litres but not exceeding 340|litres
48003,8418290000,80,1972-01-01 00:00:00,,Other
48004,8418300000,80,1972-01-01 00:00:00,,"Freezers of the chest type, not exceeding 800|litres capacity"
48009,8418400000,80,1972-01-01 00:00:00,,"Freezers of the upright type, not exceeding 900|litres capacity"
48014,8418500000,80,1972-01-01 00:00:00,,"Other furniture (chests, cabinets, display counters, showcases and the like) for storage and display, incorporating refrigerating or freezing equipment"
48015,8418501100,10,1972-01-01 00:00:00,,Refrigerated showcases and counters (incorporating a refrigerating unit or evaporator)
48016,8418501100,80,1972-01-01 00:00:00,,For frozen food storage
48017,8418501900,80,1972-01-01 00:00:00,,Other
48021,8418610000,10,1972-01-01 00:00:00,,Other refrigerating or freezing equipment; heat pumps
48022,8418610000,80,1972-01-01 00:00:00,,Heat pumps other than air conditioning machines of heading|8415
48025,8418690000,80,1972-01-01 00:00:00,,Other
48030,8418910000,10,1972-01-01 00:00:00,,Parts
48032,8418990000,80,1972-01-01 00:00:00,,Other
48033,8418991000,80,1972-01-01 00:00:00,,"Evaporators and condensers, excluding those for refrigerators of the household type"
48036,8418999000,80,1972-01-01 00:00:00,,Other
48039,8419000000,80,1972-01-01 00:00:00,,"Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading|8514), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting, distilling, rectifying, sterilising, pasteurising, steaming, drying, evaporating, vaporising, condensing or cooling, other than machinery or plant of a kind used for domestic purposes; instantaneous or storage water heaters, non-electric"
48040,8419110000,10,1972-01-01 00:00:00,,"Instantaneous or storage water heaters, non-electric"
48044,8419310000,10,1972-01-01 00:00:00,,Dryers
48049,8419500000,80,1972-01-01 00:00:00,,Heat-exchange units
48053,8419810000,10,1972-01-01 00:00:00,,"Other machinery, plant and equipment"
48054,8419810000,80,1972-01-01 00:00:00,,For making hot drinks or for cooking or heating food
48059,8419890000,80,1972-01-01 00:00:00,,Other
48068,8419900000,80,1972-01-01 00:00:00,,Parts
48071,8420000000,80,1972-01-01 00:00:00,,"Calendering or other rolling machines, other than for metals or glass, and cylinders therefor"
48072,8420100000,80,1972-01-01 00:00:00,,Calendering or other rolling machines
48077,8420910000,10,1972-01-01 00:00:00,,Parts
48078,8420910000,80,1972-01-01 00:00:00,,Cylinders
48083,8421000000,80,1972-01-01 00:00:00,,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases"
48084,8421110000,10,1972-01-01 00:00:00,,"Centrifuges, including centrifugal dryers"
48087,8421190000,80,1972-01-01 00:00:00,,Other
48092,8421210000,10,1972-01-01 00:00:00,,Filtering or purifying machinery and apparatus for liquids
48093,8421210000,80,1972-01-01 00:00:00,,For filtering or purifying water
48097,8421230000,80,1972-01-01 00:00:00,,Oil or petrol filters for internal combustion engines
48100,8421290000,80,1972-01-01 00:00:00,,Other
48103,8421310000,10,1972-01-01 00:00:00,,Filtering or purifying machinery and apparatus for gases
48104,8421310000,80,1972-01-01 00:00:00,,Intake air filters for internal combustion engines
48107,8421390000,80,1972-01-01 00:00:00,,Other
48117,8421910000,10,1972-01-01 00:00:00,,Parts
48119,8421990000,80,1972-01-01 00:00:00,,Other
48127,8422000000,80,1972-01-01 00:00:00,,"Dishwashing machines; machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; other packing or wrapping machinery (including heat-shrink wrapping machinery); machinery for aerating beverages"
48128,8422110000,10,1972-01-01 00:00:00,,Dishwashing machines
48132,8422300000,80,1972-01-01 00:00:00,,"Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; machinery for aerating beverages"
48134,8422900000,80,1972-01-01 00:00:00,,Parts
48079,8420911000,80,1972-01-01 00:00:00,,Of cast iron
48137,8423000000,80,1972-01-01 00:00:00,,"Weighing machinery (excluding balances of a sensitivity of 5|cg or better), including weight-operated counting or checking machines; weighing machine weights of all kinds"
48138,8423100000,80,1972-01-01 00:00:00,,"Personal weighing machines, including baby scales; household scales"
48141,8423200000,80,1972-01-01 00:00:00,,Scales for continuous weighing of goods on conveyors
48142,8423300000,80,1972-01-01 00:00:00,,"Constant weight scales and scales for discharging a predetermined weight of material into a bag or container, including hopper scales"
48143,8423810000,10,1972-01-01 00:00:00,,Other weighing machinery
48144,8423810000,80,1972-01-01 00:00:00,,Having a maximum weighing capacity not exceeding 30|kg
48155,8423820000,80,1972-01-01 00:00:00,,Having a maximum weighing capacity exceeding 30|kg but not exceeding 5|000|kg
48160,8423890000,80,1972-01-01 00:00:00,,Other
48163,8423900000,80,1972-01-01 00:00:00,,Weighing machine weights of all kinds; parts of weighing machinery
48164,8424000000,80,1972-01-01 00:00:00,,"Mechanical appliances (whether or not hand-operated) for projecting, dispersing or spraying liquids or powders; fire extinguishers, whether or not charged; spray guns and similar appliances; steam or sandblasting machines and similar jet projecting machines"
48165,8424100000,80,1972-01-01 00:00:00,,"Fire extinguishers, whether or not charged"
48174,8424300000,80,1972-01-01 00:00:00,,Steam or sandblasting machines and similar jet projecting machines
48175,8424300100,10,1993-01-01 00:00:00,,"Water cleaning appliances, with built-in motor"
48180,8424301000,10,1993-01-01 00:00:00,,Other machines
48193,8424890000,80,1972-01-01 00:00:00,,Other
48200,8424900000,80,1972-01-01 00:00:00,,Parts
48203,8425000000,80,1972-01-01 00:00:00,,Pulley tackle and hoists other than skip hoists; winches and capstans; jacks
48204,8425110000,10,1972-01-01 00:00:00,,Pulley tackle and hoists other than skip hoists or hoists of a kind used for raising vehicles
48214,8425310000,10,1972-01-01 00:00:00,,Winches; capstans
48223,8425410000,10,1972-01-01 00:00:00,,Jacks; hoists of a kind used for raising vehicles
48231,8426000000,80,1972-01-01 00:00:00,,"Ships' derricks; cranes, including cable cranes; mobile lifting frames, straddle carriers and works trucks fitted with a crane"
48232,8426110000,10,1972-01-01 00:00:00,,"Overhead travelling cranes, transporter cranes, gantry cranes, bridge cranes, mobile lifting frames and straddle carriers"
48238,8426410000,10,1972-01-01 00:00:00,,"Other machinery, self-propelled"
48241,8426910000,10,1972-01-01 00:00:00,,Other machinery
48242,8426910000,80,1972-01-01 00:00:00,,Designed for mounting on road vehicles
48248,8427000000,80,1972-01-01 00:00:00,,Fork-lift trucks; other works trucks fitted with lifting or handling equipment
48249,8427100000,80,1972-01-01 00:00:00,,Self-propelled trucks powered by an electric motor
48252,8427200000,80,1972-01-01 00:00:00,,Other self-propelled trucks
48253,8427201100,10,1972-01-01 00:00:00,,With a lifting height of 1|m or more
48257,8427900000,80,1972-01-01 00:00:00,,Other trucks
48258,8428000000,80,1972-01-01 00:00:00,,"Other lifting, handling, loading or unloading machinery (for example, lifts, escalators, conveyors, teleferics)"
48259,8428100000,80,1972-01-01 00:00:00,,Lifts and skip hoists
48264,8428200000,80,1972-01-01 00:00:00,,Pneumatic elevators and conveyors
48271,8428310000,10,1972-01-01 00:00:00,,"Other continuous-action elevators and conveyors, for goods or materials"
48277,8428390000,80,1972-01-01 00:00:00,,Other
48285,8428900000,80,1972-01-01 00:00:00,,Other machinery
48297,8429000000,80,1972-01-01 00:00:00,,"Self-propelled bulldozers, angledozers, graders, levellers, scrapers, mechanical shovels, excavators, shovel loaders, tamping machines and roadrollers"
48298,8429110000,10,1972-01-01 00:00:00,,Bulldozers and angledozers
48303,8429400000,80,1972-01-01 00:00:00,,Tamping machines and roadrollers
48304,8429401000,10,1972-01-01 00:00:00,,Roadrollers
48310,8429510000,10,1972-01-01 00:00:00,,"Mechanical shovels, excavators and shovel loaders"
48311,8429510000,80,1972-01-01 00:00:00,,Front-end shovel loaders
