Commodity,Suffix,Start,End,Description,Indents
37855,3202000000,80,1972-01-01 00:00:00,,"Synthetic organic tanning substances; inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances; enzymatic preparations for pre-tanning"
37857,3202900000,80,1972-01-01 00:00:00,,Other
37858,3203000000,80,1972-01-01 00:00:00,,"Colouring matter of vegetable or animal origin (including dyeing extracts but excluding animal black), whether or not chemically defined; preparations as specified in note|3|to this chapter based on colouring matter of vegetable or animal origin"
37809,3104201000,80,1972-01-01 00:00:00,,"With a potassium content evaluated as K@2O, by weight, not exceeding 40|% on the dry anhydrous product"
37818,3104300000,80,1972-01-01 00:00:00,,Potassium sulphate
37863,3204000000,80,1972-01-01 00:00:00,,"Synthetic organic colouring matter, whether or not chemically defined; preparations as specified in note|3|to this chapter based on synthetic organic colouring matter; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores, whether or not chemically defined"
37864,3204110000,10,1972-01-01 00:00:00,,Synthetic organic colouring matter and preparations based thereon as specified in note|3|to this chapter
37865,3204110000,80,1972-01-01 00:00:00,,Disperse dyes and preparations based thereon
37866,3204120000,80,1972-01-01 00:00:00,,"Acid dyes, whether or not premetallised, and preparations based thereon; mordant dyes and preparations based thereon"
37867,3204130000,80,1972-01-01 00:00:00,,Basic dyes and preparations based thereon
37868,3204140000,80,1972-01-01 00:00:00,,Direct dyes and preparations based thereon
37869,3204150000,80,1972-01-01 00:00:00,,Vat dyes (including those usable in that state as pigments) and preparations based thereon
37870,3204160000,80,1972-01-01 00:00:00,,Reactive dyes and preparations based thereon
37871,3204170000,80,1972-01-01 00:00:00,,Pigments and preparations based thereon
37872,3204190000,80,1973-01-01 00:00:00,,"Other, including mixtures of colouring matter of two or more of the subheadings|3204|11|to 3204|19"
37873,3204200000,80,1972-01-01 00:00:00,,Synthetic organic products of a kind used as fluorescent brightening agents
37874,3204900000,80,1972-01-01 00:00:00,,Other
37875,3205000000,80,1972-01-01 00:00:00,,Colour lakes; preparations as specified in note|3|to this chapter based on colour lakes
37876,3206000000,80,1972-01-01 00:00:00,,"Other colouring matter; preparations as specified in note|3|to this chapter, other than those of heading|3203, 3204|or 3205; inorganic products of a kind used as luminophores, whether or not chemically defined"
37884,3206410000,10,1972-01-01 00:00:00,,Other colouring matter and other preparations
37886,3206420000,80,1972-01-01 00:00:00,,Lithopone and other pigments and preparations based on zinc sulphide
37888,3206490000,80,1972-01-01 00:00:00,,Other
37894,3207000000,80,1972-01-01 00:00:00,,"Prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes, engobes (slips), liquid lustres and similar preparations, of a kind used in the ceramic, enamelling or glass industry; glass frit and other glass, in the form of powder, granules or flakes"
37898,3207200000,80,1972-01-01 00:00:00,,"Vitrifiable enamels and glazes, engobes (slips) and similar preparations"
37905,3207300000,80,1972-01-01 00:00:00,,Liquid lustres and similar preparations
37906,3207400000,80,1972-01-01 00:00:00,,"Glass frit and other glass, in the form of powder, granules or flakes"
37914,3208000000,80,1972-01-01 00:00:00,,"Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium; solutions as defined in note|4|to this chapter"
37915,3208100000,80,1972-01-01 00:00:00,,Based on polyesters
37889,3206491000,80,1972-01-01 00:00:00,,Magnetite
37916,3208101000,80,1972-01-01 00:00:00,,Solutions as defined in note|4|to this chapter
37917,3208109000,80,1972-01-01 00:00:00,,Other
37918,3208200000,80,1972-01-01 00:00:00,,Based on acrylic or vinyl polymers
37919,3208201000,80,1972-01-01 00:00:00,,Solutions as defined in note|4|to this chapter
37921,3208900000,80,1972-01-01 00:00:00,,Other
37926,3208909100,10,1972-01-01 00:00:00,,Other
37928,3208909900,80,1972-01-01 00:00:00,,Based on chemically modified natural polymers
37929,3209000000,80,1972-01-01 00:00:00,,"Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in an aqueous medium"
37932,3210000000,80,1972-01-01 00:00:00,,"Other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for finishing leather"
37936,3212000000,80,1972-01-01 00:00:00,,"Pigments (including metallic powders and flakes) dispersed in non-aqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels); stamping foils; dyes and other colouring matter put up in forms or packings for retail sale"
37947,3213000000,80,1972-01-01 00:00:00,,"Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings"
37950,3214000000,80,1972-01-01 00:00:00,,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; non-refractory surfacing preparations for façades, indoor walls, floors, ceilings or the like"
37951,3214100000,80,1972-01-01 00:00:00,,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings"
37955,3215000000,80,1972-01-01 00:00:00,,"Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid"
37956,3215110000,10,1972-01-01 00:00:00,,Printing ink
37957,3215110000,80,1972-01-01 00:00:00,,Black
37958,3215190000,80,1972-01-01 00:00:00,,Other
37959,3215900000,80,1972-01-01 00:00:00,,Other
37964,3300000000,80,1971-12-31 00:00:00,,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS"
37965,3301000000,80,1972-01-01 00:00:00,,"Essential oils (terpeneless or not), including concretes and absolutes; resinoids; extracted oleoresins; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration; terpenic by-products of the deterpenation of essential oils; aqueous distillates and aqueous solutions of essential oils"
37970,3301120000,80,1972-01-01 00:00:00,,Of orange
37973,3301130000,80,1972-01-01 00:00:00,,Of lemon
37979,3301190000,80,1972-01-01 00:00:00,,Other
37992,3301240000,80,1972-01-01 00:00:00,,Of peppermint (Mentha piperita)
37995,3301250000,80,1972-01-01 00:00:00,,Of other mints
38001,3301290000,80,1972-01-01 00:00:00,,Other
38002,3301291100,10,1972-01-01 00:00:00,,"Of clove, niaouli and ylang-ylang"
38016,3301900000,80,1972-01-01 00:00:00,,Other
38019,3302000000,80,1972-01-01 00:00:00,,"Mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufacture of beverages"
38020,3302100000,80,1972-01-01 00:00:00,,Of a kind used in the food or drink industries
38021,3302900000,80,1972-01-01 00:00:00,,Other
38024,3303000000,80,1972-01-01 00:00:00,,Perfumes and toilet waters
38027,3304000000,80,1972-01-01 00:00:00,,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or suntan preparations; manicure or pedicure preparations"
38031,3304910000,10,1972-01-01 00:00:00,,Other
38036,3305000000,80,1972-01-01 00:00:00,,Preparations for use on the hair
38043,3306000000,80,1972-01-01 00:00:00,,"Preparations for oral or dental hygiene, including denture fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages"
38046,3307000000,80,1972-01-01 00:00:00,,"Pre-shave, shaving or aftershave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorisers, whether or not perfumed or having disinfectant properties"
37972,3301129000,80,1972-01-01 00:00:00,,Deterpenated
38050,3307410000,10,1972-01-01 00:00:00,,"Preparations for perfuming or deodorising rooms, including odoriferous preparations used during religious rites"
38052,3307490000,80,1972-01-01 00:00:00,,Other
38054,3400000000,80,1971-12-31 00:00:00,,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, 'DENTAL WAXES' AND DENTAL PREPARATIONS WITH A BASIS OF PLASTER"
38055,3401000000,80,1972-01-01 00:00:00,,"Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, moulded pieces or shapes, whether or not containing soap; organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap; paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent"
38056,3401110000,10,1972-01-01 00:00:00,,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded pieces or shapes, and paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent"
38059,3401200000,80,1972-01-01 00:00:00,,Soap in other forms
38062,3402000000,80,1972-01-01 00:00:00,,"Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading|3401"
38063,3402110000,10,1972-01-01 00:00:00,,"Organic surface-active agents, whether or not put up for retail sale"
38064,3402110000,80,1972-01-01 00:00:00,,Anionic
38068,3402130000,80,1972-01-01 00:00:00,,Non-ionic
38072,3402200000,80,1972-01-01 00:00:00,,Preparations put up for retail sale
38075,3402900000,80,1972-01-01 00:00:00,,Other
38076,3402901000,80,1972-01-01 00:00:00,,Surface-active preparations
38082,3403000000,80,1972-01-01 00:00:00,,"Lubricating preparations (including cutting-oil preparations, bolt or nut release preparations, anti-rust or anti-corrosion preparations and mould-release preparations, based on lubricants) and preparations of a kind used for the oil or grease treatment of textile materials, leather, furskins or other materials, but excluding preparations containing, as basic constituents, 70|% or more by weight of petroleum oils or of oils obtained from bituminous minerals"
38083,3403110000,10,1972-01-01 00:00:00,,Containing petroleum oils or oils obtained from bituminous minerals
38053,3307900000,80,1972-01-01 00:00:00,,Other
38085,3403190000,80,1972-01-01 00:00:00,,Other
38090,3403910000,10,1972-01-01 00:00:00,,Other
38092,3403990000,80,1972-01-01 00:00:00,,Other
38095,3404000000,80,1972-01-01 00:00:00,,Artificial waxes and prepared waxes
38101,3405000000,80,1972-01-01 00:00:00,,"Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal, scouring pastes and powders and similar preparations (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated or covered with such preparations), excluding waxes of heading|3404"
38106,3405900000,80,1972-01-01 00:00:00,,Other
38115,3500000000,80,1971-12-31 00:00:00,,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES
38116,3501000000,80,1972-01-01 00:00:00,,"Casein, caseinates and other casein derivatives; casein glues"
38117,3501100000,80,1972-01-01 00:00:00,,Casein
38119,3501105000,80,1972-01-01 00:00:00,,For industrial uses other than the manufacture of foodstuffs or fodder
38123,3501900000,80,1972-01-01 00:00:00,,Other
38126,3502000000,80,1972-01-01 00:00:00,,"Albumins (including concentrates of two or more whey proteins, containing by weight more than 80|% whey proteins, calculated on the dry matter), albuminates and other albumin derivatives"
38132,3502900000,80,1972-01-01 00:00:00,,Other
38141,3503000000,80,1972-01-01 00:00:00,,"Gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading|3501"
38146,3504000000,80,1972-01-01 00:00:00,,"Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed"
38151,3505000000,80,1972-01-01 00:00:00,,"Dextrins and other modified starches (for example, pregelatinised or esterified starches); glues based on starches, or on dextrins or other modified starches"
38152,3505100000,80,1972-01-01 00:00:00,,Dextrins and other modified starches
38154,3505105000,10,1972-01-01 00:00:00,,Other modified starches
38155,3505105000,80,1972-01-01 00:00:00,,"Starches, esterified or etherified"
38160,3505200000,80,1972-01-01 00:00:00,,Glues
38165,3506000000,80,1972-01-01 00:00:00,,"Prepared glues and other prepared adhesives, not elsewhere specified or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1|kg"
38173,3506910000,10,1972-01-01 00:00:00,,Other
38174,3506910000,80,1972-01-01 00:00:00,,Adhesives based on polymers of headings|3901|to 3913|or on rubber
38180,3507000000,80,1972-01-01 00:00:00,,Enzymes; prepared enzymes not elsewhere specified or included
38182,3507900000,80,1972-01-01 00:00:00,,Other
38193,3600000000,80,1971-12-31 00:00:00,,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS
38194,3601000000,80,1972-01-01 00:00:00,,Propellent powders
38196,3603000000,80,1972-01-01 00:00:00,,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators
38199,3604000000,80,1972-01-01 00:00:00,,"Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles"
38203,3606000000,80,1972-01-01 00:00:00,,Ferro-cerium and other pyrophoric alloys in all forms; articles of combustible materials as specified in note|2|to this chapter
38205,3606900000,80,1972-01-01 00:00:00,,Other
38208,3700000000,80,1971-12-31 00:00:00,,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS
38209,3701000000,80,1972-01-01 00:00:00,,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitised, unexposed, whether or not in packs"
38214,3701300000,80,1972-01-01 00:00:00,,"Other plates and film, with any side exceeding 255|mm"
38215,3701910000,10,1972-01-01 00:00:00,,Other
38221,3701990000,80,1972-01-01 00:00:00,,Other
38224,3702000000,80,1972-01-01 00:00:00,,"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitised, unexposed"
38227,3702310000,10,1972-01-01 00:00:00,,"Other film, without perforations, of a width not exceeding 105|mm"
38228,3702310000,80,1972-01-01 00:00:00,,For colour photography (polychrome)
38233,3702320000,80,1972-01-01 00:00:00,,"Other, with silver halide emulsion"
38245,3702410000,10,1972-01-01 00:00:00,,"Other film, without perforations, of a width exceeding 105|mm"
38277,3703000000,80,1972-01-01 00:00:00,,"Photographic paper, paperboard and textiles, sensitised, unexposed"
38289,3704000000,80,1972-01-01 00:00:00,,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed"
38292,3705000000,80,1972-01-01 00:00:00,,"Photographic plates and film, exposed and developed, other than cinematographic film"
38298,3706000000,80,1972-01-01 00:00:00,,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting only of soundtrack"
38299,3706100000,80,1972-01-01 00:00:00,,Of a width of 35|mm or more
38304,3706900000,80,1972-01-01 00:00:00,,Other
38310,3706909100,10,1972-01-01 00:00:00,,"Other, of a width of"
38313,3707000000,80,1972-01-01 00:00:00,,"Chemical preparations for photographic uses (other than varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use"
38314,3707100000,80,1972-01-01 00:00:00,,Sensitising emulsions
38315,3707900000,80,1972-01-01 00:00:00,,Other
38322,3800000000,80,1971-12-31 00:00:00,,MISCELLANEOUS CHEMICAL PRODUCTS
38323,3801000000,80,1972-01-01 00:00:00,,"Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semi-manufactures"
38325,3801200000,80,1972-01-01 00:00:00,,Colloidal or semi-colloidal graphite
38329,3801900000,80,1972-01-01 00:00:00,,Other
38330,3802000000,80,1972-01-01 00:00:00,,"Activated carbon; activated natural mineral products; animal black, including spent animal black"
38331,3802100000,80,1972-01-01 00:00:00,,Activated carbon
38334,3802900000,80,1972-01-01 00:00:00,,Other
38337,3803000000,80,1972-01-01 00:00:00,,"Tall oil, whether or not refined"
38340,3804000000,80,1972-01-01 00:00:00,,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates, but excluding tall oil of heading|3803"
38343,3805000000,80,1972-01-01 00:00:00,,"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulphite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constituent"
38344,3805100000,80,1972-01-01 00:00:00,,"Gum, wood or sulphate turpentine oils"
38349,3805900000,80,1972-01-01 00:00:00,,Other
38353,3806000000,80,1972-01-01 00:00:00,,"Rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; run gums"
38354,3806100000,80,1972-01-01 00:00:00,,Rosin and resin acids
38359,3806900000,80,1972-01-01 00:00:00,,Other
38365,3807000000,80,1972-01-01 00:00:00,,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch"
38303,3706109900,80,1972-01-01 00:00:00,,Other positives
38311,3706909100,80,1972-01-01 00:00:00,,Less than 10|mm
38321,3707909000,80,1972-01-01 00:00:00,,Other
38368,3808000000,80,1972-01-01 00:00:00,,"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth regulators, disinfectants and similar products, put up in forms or packings for retail sale or as preparations or articles (for example, sulphur-treated bands, wicks and candles, and fly-papers)"
38407,3809000000,80,1972-01-01 00:00:00,,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations (for example, dressings and mordants), of a kind used in the textile, paper, leather or like industries, not elsewhere specified or included"
38408,3809100000,80,1972-01-01 00:00:00,,With a basis of amylaceous substances
38413,3809910000,10,1972-01-01 00:00:00,,Other
38414,3809910000,80,1972-01-01 00:00:00,,Of a kind used in the textile or like industries
38417,3809920000,80,1972-01-01 00:00:00,,Of a kind used in the paper or like industries
38420,3810000000,80,1972-01-01 00:00:00,,"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, brazing or welding; soldering, brazing or welding powders and pastes consisting of metal and other materials; preparations of a kind used as cores or coatings for welding electrodes or rods"
38421,3810100000,80,1972-01-01 00:00:00,,"Pickling preparations for metal surfaces; soldering, brazing or welding powders and pastes consisting of metal and other materials"
38422,3810900000,80,1972-01-01 00:00:00,,Other
38428,3811000000,80,1972-01-01 00:00:00,,"Anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives, for mineral oils (including gasoline) or for other liquids used for the same purposes as mineral oils"
38429,3811110000,10,1972-01-01 00:00:00,,Anti-knock preparations
38430,3811110000,80,1972-01-01 00:00:00,,Based on lead compounds
38433,3811190000,80,1972-01-01 00:00:00,,Other
38434,3811210000,10,1972-01-01 00:00:00,,Additives for lubricating oils
38435,3811210000,80,1972-01-01 00:00:00,,Containing petroleum oils or oils obtained from bituminous minerals
38438,3811290000,80,1972-01-01 00:00:00,,Other
38439,3811900000,80,1972-01-01 00:00:00,,Other
38409,3809101000,80,1972-01-01 00:00:00,,Containing by weight less than 55|% of such substances
38410,3809103000,80,1972-01-01 00:00:00,,Containing by weight 55|% or more but less than 70|% of such substances
38440,3812000000,80,1972-01-01 00:00:00,,"Prepared rubber accelerators; compound plasticisers for rubber or plastics, not elsewhere specified or included; anti-oxidising preparations and other compound stabilisers for rubber or plastics"
38441,3812100000,80,1972-01-01 00:00:00,,Prepared rubber accelerators
38442,3812200000,80,1972-01-01 00:00:00,,Compound plasticisers for rubber or plastics
38458,3813000000,80,1972-01-01 00:00:00,,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades
38461,3814000000,80,1972-01-01 00:00:00,,"Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers"
38462,3814001000,80,1972-01-01 00:00:00,,Based on butyl acetate
38463,3814009000,80,1972-01-01 00:00:00,,Other
38464,3815000000,80,1972-01-01 00:00:00,,"Reaction initiators, reaction accelerators and catalytic preparations, not elsewhere specified or included"
38465,3815110000,10,1972-01-01 00:00:00,,Supported catalysts
38469,3815120000,80,1972-01-01 00:00:00,,With precious metal or precious-metal compounds as the active substance
38473,3815190000,80,1972-01-01 00:00:00,,Other
38485,3815900000,80,1972-01-01 00:00:00,,Other
38508,3817000000,80,1972-01-01 00:00:00,,"Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading|2707|or 2902"
38517,3818000000,80,1972-01-01 00:00:00,,"Chemical elements doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics"
38518,3818001000,80,1972-01-01 00:00:00,,Doped silicon
38522,3819000000,80,1972-01-01 00:00:00,,"Hydraulic brake fluids and other prepared liquids for hydraulic transmission, not containing or containing less than 70|% by weight of petroleum oils or oils obtained from bituminous minerals"
38525,3820000000,80,1972-01-01 00:00:00,,Anti-freezing preparations and prepared de-icing fluids
38530,3823000000,80,1972-01-01 00:00:00,,Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols
38659,3900000000,80,1971-12-31 00:00:00,,PLASTICS AND ARTICLES THEREOF
38660,3901000000,10,1972-01-01 00:00:00,,I. PRIMARY FORMS
38661,3901000000,80,1972-01-01 00:00:00,,"Polymers of ethylene, in primary forms"
38460,3813000090,80,1972-01-01 00:00:00,,Other
38662,3901100000,80,1972-01-01 00:00:00,,"Polyethylene having a specific gravity of less than 0,94"
38663,3901101000,80,1972-01-01 00:00:00,,Linear polyethylene
38664,3901109000,80,1972-01-01 00:00:00,,Other
38667,3901200000,80,1972-01-01 00:00:00,,"Polyethylene having a specific gravity of 0,94|or more"
38672,3901300000,80,1972-01-01 00:00:00,,Ethylene-vinyl acetate copolymers
38675,3901900000,80,1972-01-01 00:00:00,,Other
38687,3902000000,80,1972-01-01 00:00:00,,"Polymers of propylene or of other olefins, in primary forms"
38688,3902100000,80,1972-01-01 00:00:00,,Polypropylene
38689,3902200000,80,1972-01-01 00:00:00,,Polyisobutylene
38690,3902300000,80,1972-01-01 00:00:00,,Propylene copolymers
38693,3902900000,80,1972-01-01 00:00:00,,Other
38704,3903000000,80,1972-01-01 00:00:00,,"Polymers of styrene, in primary forms"
38705,3903110000,10,1972-01-01 00:00:00,,Polystyrene
38706,3903110000,80,1972-01-01 00:00:00,,Expansible
38707,3903190000,80,1972-01-01 00:00:00,,Other
38710,3903900000,80,1972-01-01 00:00:00,,Other
38720,3904000000,80,1972-01-01 00:00:00,,"Polymers of vinyl chloride or of other halogenated olefins, in primary forms"
38721,3904100000,80,1972-01-01 00:00:00,,"Poly(vinyl chloride), not mixed with any other substances"
38724,3904210000,10,1972-01-01 00:00:00,,Other poly(vinyl chloride)
38725,3904210000,80,1972-01-01 00:00:00,,Non-plasticised
38728,3904220000,80,1972-01-01 00:00:00,,Plasticised
38731,3904300000,80,1972-01-01 00:00:00,,Vinyl chloride-vinyl acetate copolymers
38732,3904400000,80,1972-01-01 00:00:00,,Other vinyl chloride copolymers
38734,3904400091,10,1972-01-01 00:00:00,,Other
38737,3904500000,80,1972-01-01 00:00:00,,Vinylidene chloride polymers
38743,3904610000,10,1972-01-01 00:00:00,,Fluoropolymers
38744,3904610000,80,1972-01-01 00:00:00,,Polytetrafluoroethylene
38745,3904690000,80,1972-01-01 00:00:00,,Other
38754,3904900000,80,1972-01-01 00:00:00,,Other
38757,3905000000,80,1972-01-01 00:00:00,,"Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers in primary forms"
38760,3905190000,80,1972-01-01 00:00:00,,Other
38774,3906000000,80,1972-01-01 00:00:00,,Acrylic polymers in primary forms
