"measure.sid","measure.type","geographical.area","goods.nomenclature.item.id","validity.start.date","validity.end.date","update.type"
"3673540","115","1011","7326909620","2019-01-01","","2"
"3673541","115","1011","7326909630","2019-01-01","","2"
"3673542","115","1011","7326909810","2019-01-01","","2"
"3673543","115","1011","7326909820","2019-01-01","","2"
"3673544","115","1011","7326909830","2019-01-01","","2"
"3673549","115","1011","7604109010","2019-01-01","","2"
"3673550","115","1011","7604109020","2019-01-01","","2"
"3673551","115","1011","7604299010","2019-01-01","","2"
"3673552","115","1011","7604299020","2019-01-01","","2"
"3673553","115","1011","7606111010","2019-01-01","","2"
"3673554","115","1011","7606119110","2019-01-01","","2"
"3673555","115","1011","7606119310","2019-01-01","","2"
"3673556","115","1011","7606119910","2019-01-01","","2"
"3673557","115","1011","7606122010","2019-01-01","","2"
"3673558","115","1011","7606129210","2019-01-01","","2"
"3673559","115","1011","7606129310","2019-01-01","","2"
"3673560","115","1011","7606129910","2019-01-01","","2"
"3673561","115","1011","7606910010","2019-01-01","","2"
"3673562","115","1011","7606920010","2019-01-01","","2"
"3673564","115","1011","7608100020","2019-01-01","","2"
"3673565","115","1011","7608202020","2019-01-01","","2"
"3673566","115","1011","7608208920","2019-01-01","","2"
"3673567","115","1011","7609000010","2019-01-01","","2"
"3673568","115","1011","7613000010","2019-01-01","","2"
"3673569","115","1011","7616100091","2019-01-01","","2"
"3673570","115","1011","7616991010","2019-01-01","","2"
"3673571","115","1011","7616991020","2019-01-01","","2"
"3673572","115","1011","7616999010","2019-01-01","","2"
"3673573","115","1011","7616999020","2019-01-01","","2"
"3673574","115","1011","7616999030","2019-01-01","","2"
"3673576","115","1011","8108906020","2019-01-01","","2"
"3673577","115","1011","8108909091","2019-01-01","","2"
"3673580","115","1011","8308200010","2019-01-01","","2"
"3673603","115","1011","8418991010","2019-01-01","","2"
"3673605","115","1011","8418999010","2019-01-01","","2"
"3673606","115","1011","8421999010","2019-01-01","","2"
"3673608","115","1011","8424908020","2019-01-01","","2"
"3673618","115","1011","8481100510","2019-01-01","","2"
"3673619","115","1011","8481101910","2019-01-01","","2"
"3673620","115","1011","8481109910","2019-01-01","","2"
"3673621","115","1011","8481201020","2019-01-01","","2"
"3673622","115","1011","8481209020","2019-01-01","","2"
"3673623","115","1011","8481309120","2019-01-01","","2"
"3673624","115","1011","8481309920","2019-01-01","","2"
"3673625","115","1011","8481401050","2019-01-01","","2"
"3673626","115","1011","8481409010","2019-01-01","","2"
"3673627","115","1011","8481801110","2019-01-01","","2"
"3673628","115","1011","8481801910","2019-01-01","","2"
"3673629","115","1011","8481804010","2019-01-01","","2"
"3673631","115","1011","8481806350","2019-01-01","","2"
"3673632","115","1011","8481806950","2019-01-01","","2"
"3673633","115","1011","8481807310","2019-01-01","","2"
"3673634","115","1011","8481807910","2019-01-01","","2"
"3673635","115","1011","8481808130","2019-01-01","","2"
"3673636","115","1011","8481808530","2019-01-01","","2"
"3673637","115","1011","8481808730","2019-01-01","","2"
"3673638","115","1011","8481809940","2019-01-01","","2"
"3673639","115","1011","8481900010","2019-01-01","","2"
"3673652","115","1011","8487904010","2019-01-01","","2"
"3673653","115","1011","8487905110","2019-01-01","","2"
"3673654","115","1011","8487905710","2019-01-01","","2"
"3673655","115","1011","8487905910","2019-01-01","","2"
"3673656","115","1011","8487909010","2019-01-01","","2"
"3673657","115","1011","8501101010","2019-01-01","","2"
"3673658","115","1011","8501109110","2019-01-01","","2"
"3673659","115","1011","8501109310","2019-01-01","","2"
"3673660","115","1011","8501109910","2019-01-01","","2"
"3673662","115","1011","8501200020","2019-01-01","","2"
"3673664","115","1011","8501310020","2019-01-01","","2"
"3673669","115","1011","8501330020","2019-01-01","","2"
"3673670","115","1011","8501402020","2019-01-01","","2"
"3673671","115","1011","8501408020","2019-01-01","","2"
"3673672","115","1011","8501510020","2019-01-01","","2"
"3673673","115","1011","8501538120","2019-01-01","","2"
"3673674","115","1011","8501539410","2019-01-01","","2"
"3673675","115","1011","8501539910","2019-01-01","","2"
"3673676","115","1011","8503001010","2019-01-01","","2"
"3673677","115","1011","8503009110","2019-01-01","","2"
"3673678","115","1011","8503009910","2019-01-01","","2"
"3673688","115","1011","8504901810","2019-01-01","","2"
"3673689","115","1011","8504909910","2019-01-01","","2"
"3673690","115","1011","8505110010","2019-01-01","","2"
"3673691","115","1011","8505191010","2019-01-01","","2"
"3673692","115","1011","8505199010","2019-01-01","","2"
"3673693","115","1011","8505200010","2019-01-01","","2"
"3673695","115","1011","8505902910","2019-01-01","","2"
"3673696","115","1011","8505905010","2019-01-01","","2"
"3673697","115","1011","8505909010","2019-01-01","","2"
"3673719","115","1011","8511900010","2019-01-01","","2"
"3673725","115","1011","8516900010","2019-01-01","","2"
"3673730","115","1011","8518900010","2019-01-01","","2"
"3673732","115","1011","8519209910","2019-01-01","","2"
"3673733","115","1011","8519812110","2019-01-01","","2"
"3673734","115","1011","8519814510","2019-01-01","","2"
"3673735","115","1011","8521900010","2019-01-01","","2"
"3673737","115","1011","8522904920","2019-01-01","","2"
"3673738","115","1011","8522904930","2019-01-01","","2"
"3673741","115","1011","8522908010","2019-01-01","","2"
"3673742","115","1011","8522908020","2019-01-01","","2"
"3673756","115","1011","8528698010","2019-01-01","","2"
"3673757","115","1011","8529906520","2019-01-01","","2"
"3673764","115","1011","8529909210","2019-01-01","","2"
"3673775","115","1011","8529909720","2019-01-01","","2"
"3673776","115","1011","8535100010","2019-01-01","","2"
"3673777","115","1011","8535210010","2019-01-01","","2"
"3673778","115","1011","8535290010","2019-01-01","","2"
"3673779","115","1011","8535301010","2019-01-01","","2"
"3673780","115","1011","8535309010","2019-01-01","","2"
"3673781","115","1011","8535400010","2019-01-01","","2"
"3673782","115","1011","8535900010","2019-01-01","","2"
"3673783","115","1011","8536101010","2019-01-01","","2"
"3673784","115","1011","8536105010","2019-01-01","","2"
"3673785","115","1011","8536109010","2019-01-01","","2"
"3673786","115","1011","8536201010","2019-01-01","","2"
"3673787","115","1011","8536209010","2019-01-01","","2"
"3673788","115","1011","8536301010","2019-01-01","","2"
"2954503","115","1011","3904900010","2007-01-01","2018-12-31","2"
"2954504","115","1011","3905190010","2007-01-01","2018-12-31","2"
"2954506","115","1011","3905290010","2007-01-01","2018-12-31","2"
"2954507","115","1011","3905910010","2007-01-01","2018-12-31","2"
"2954510","115","1011","3905999010","2007-01-01","2018-12-31","2"
"2954512","115","1011","3911100010","2007-01-01","2018-12-31","2"
"2954513","115","1011","3911909910","2007-01-01","2018-12-31","2"
"2954517","115","1011","3916100010","2007-01-01","2018-12-31","2"
"3111011","115","1011","3916200010","2010-01-01","2018-12-31","2"
"3111197","115","1011","3916905010","2010-01-01","2018-12-31","2"
"2954529","115","1011","3917211010","2007-01-01","2018-12-31","2"
"2954532","115","1011","3917219020","2007-01-01","2018-12-31","2"
"2954535","115","1011","3917221010","2007-01-01","2018-12-31","2"
"2954537","115","1011","3917229020","2007-01-01","2018-12-31","2"
"2954540","115","1011","3917231010","2007-01-01","2018-12-31","2"
"2954542","115","1011","3917239020","2007-01-01","2018-12-31","2"
"3111318","115","1011","3917290011","2010-01-01","2018-12-31","2"
"2954549","115","1011","3917310020","2007-01-01","2018-12-31","2"
"3111374","115","1011","3917320010","2010-01-01","2018-12-31","2"
"3111507","115","1011","3917390091","2010-01-01","2018-12-31","2"
"2954558","115","1011","3918101010","2007-01-01","2018-12-31","2"
"2954559","115","1011","3918109010","2007-01-01","2018-12-31","2"
"2954561","115","1011","3918900010","2007-01-01","2018-12-31","2"
"3111767","115","1011","3919108010","2010-01-01","2018-12-31","2"
"3519391","115","1011","3919908010","2017-01-01","2018-12-31","2"
"2954569","115","1011","3920102410","2007-01-01","2018-12-31","2"
"3112242","115","1011","3920102505","2010-01-01","2018-12-31","2"
"2954575","115","1011","3920102810","2007-01-01","2018-12-31","2"
"2954576","115","1011","3920104010","2007-01-01","2018-12-31","2"
"2954578","115","1011","3920108910","2007-01-01","2018-12-31","2"
"2954580","115","1011","3920202110","2007-01-01","2018-12-31","2"
"2954582","115","1011","3920202910","2007-01-01","2018-12-31","2"
"3112046","115","1011","3920208010","2010-01-01","2018-12-31","2"
"2954586","115","1011","3920300010","2007-01-01","2018-12-31","2"
"2954587","115","1011","3920431010","2007-01-01","2018-12-31","2"
"2954589","115","1011","3920439010","2007-01-01","2018-12-31","2"
"2954591","115","1011","3920491010","2007-01-01","2018-12-31","2"
"2954593","115","1011","3920499010","2007-01-01","2018-12-31","2"
"2954595","115","1011","3920910010","2007-01-01","2018-12-31","2"
"2954597","115","1011","3920995910","2007-01-01","2018-12-31","2"
"2954602","115","1011","3921110010","2007-01-01","2018-12-31","2"
"2954605","115","1011","3921120020","2007-01-01","2018-12-31","2"
"2954606","115","1011","3921190010","2007-01-01","2018-12-31","2"
"2954608","115","1011","3921906010","2007-01-01","2018-12-31","2"
"3335928","115","1011","7019310010","2014-01-01","2018-12-31","2"
"3321882","115","1011","7019320010","2014-01-01","2018-12-31","2"
"2954615","115","1011","7019390020","2007-01-01","2018-12-31","2"
"2954617","115","1011","7307210010","2007-01-01","2018-12-31","2"
"2954619","115","1011","7307229010","2007-01-01","2018-12-31","2"
"3538931","115","1011","7307231015","2017-01-28","2018-12-31","2"
"3539425","115","1011","7307231080","2017-01-28","2018-12-31","2"
"3538932","115","1011","7307239015","2017-01-28","2018-12-31","2"
"3539427","115","1011","7307239080","2017-01-28","2018-12-31","2"
"2954626","115","1011","7307291010","2007-01-01","2018-12-31","2"
"3225956","115","1011","7307298010","2012-01-01","2018-12-31","2"
"2954631","115","1011","7307910010","2007-01-01","2018-12-31","2"
"2954632","115","1011","7307929010","2007-01-01","2018-12-31","2"
"2966865","115","1011","7307931111","2007-04-01","2018-12-31","2"
"2966866","115","1011","7307931119","2007-04-01","2018-12-31","2"
"2966867","115","1011","7307931911","2007-04-01","2018-12-31","2"
"2966868","115","1011","7307931919","2007-04-01","2018-12-31","2"
"2954635","115","1011","7307939110","2007-01-01","2018-12-31","2"
"2954636","115","1011","7307939910","2007-01-01","2018-12-31","2"
"2954637","115","1011","7307991010","2007-01-01","2018-12-31","2"
"3225960","115","1011","7307998011","2012-01-01","2018-12-31","2"
"3225964","115","1011","7307998019","2012-01-01","2018-12-31","2"
"3225981","115","1011","7307998020","2012-01-01","2018-12-31","2"
"3043126","115","1011","7311001110","2009-01-01","2018-12-31","2"
"3043127","115","1011","7311001310","2009-01-01","2018-12-31","2"
"3043128","115","1011","7311001910","2009-01-01","2018-12-31","2"
"3043129","115","1011","7311003010","2009-01-01","2018-12-31","2"
"3536692","115","1011","7318121010","2017-07-01","2018-12-31","2"
"3487315","115","1011","7318129010","2016-02-28","2018-12-31","2"
"2954705","115","1011","7318130010","2007-01-01","2018-12-31","2"
"3536783","115","1011","7318141010","2017-07-01","2018-12-31","2"
"3487646","115","1011","7318149110","2016-05-05","2018-12-31","2"
"3487647","115","1011","7318149910","2016-05-05","2018-12-31","2"
"3536798","115","1011","7318153510","2017-07-01","2018-12-31","2"
"3522288","115","1011","7318154210","2017-01-01","2018-12-31","2"
"3522289","115","1011","7318154810","2017-01-01","2018-12-31","2"
"3536804","115","1011","7318155210","2017-07-01","2018-12-31","2"
"3522292","115","1011","7318155810","2017-01-01","2018-12-31","2"
"3536807","115","1011","7318156210","2017-07-01","2018-12-31","2"
"3522295","115","1011","7318156810","2017-01-01","2018-12-31","2"
"3536808","115","1011","7318157510","2017-07-01","2018-12-31","2"
"3522298","115","1011","7318158210","2017-01-01","2018-12-31","2"
"3522299","115","1011","7318158810","2017-01-01","2018-12-31","2"
"3522300","115","1011","7318159510","2017-01-01","2018-12-31","2"
"3522587","115","1011","7318163110","2017-01-01","2018-12-31","2"
"3522637","115","1011","7318163910","2017-01-01","2018-12-31","2"
"3522528","115","1011","7318164010","2017-01-01","2018-12-31","2"
"3522495","115","1011","7318166010","2017-01-01","2018-12-31","2"
"3522498","115","1011","7318169210","2017-01-01","2018-12-31","2"
"3522492","115","1011","7318169920","2017-01-01","2018-12-31","2"
"2954892","115","1011","7318190020","2007-01-01","2018-12-31","2"
"3084274","115","1011","7318210021","2009-02-01","2018-12-31","2"
"3488693","115","1011","7318210031","2016-05-21","2018-12-31","2"
"3084276","115","1011","7318220021","2009-02-01","2018-12-31","2"
"3488694","115","1011","7318220031","2016-05-21","2018-12-31","2"
"2954900","115","1011","7318230020","2007-01-01","2018-12-31","2"
"2954902","115","1011","7318240020","2007-01-01","2018-12-31","2"
"2954903","115","1011","7318290020","2007-01-01","2018-12-31","2"
"2954926","115","1011","7320101110","2007-01-01","2018-12-31","2"
"2954929","115","1011","7320101910","2007-01-01","2018-12-31","2"
"2954931","115","1011","7320109010","2007-01-01","2018-12-31","2"
"2954935","115","1011","7320202010","2007-01-01","2018-12-31","2"
"2954937","115","1011","7320208110","2007-01-01","2018-12-31","2"
"2954938","115","1011","7320208510","2007-01-01","2018-12-31","2"
"2954939","115","1011","7320208910","2007-01-01","2018-12-31","2"
"2954940","115","1011","7320901010","2007-01-01","2018-12-31","2"
"2954943","115","1011","7320903010","2007-01-01","2018-12-31","2"
"2954944","115","1011","7320909010","2007-01-01","2018-12-31","2"
"2954945","115","1011","7325999010","2007-01-01","2018-12-31","2"
"2954946","115","1011","7325999020","2007-01-01","2018-12-31","2"
"2954948","115","1011","7325999030","2007-01-01","2018-12-31","2"
"3226563","115","1011","7326909210","2012-01-01","2018-12-31","2"
"3226564","115","1011","7326909220","2012-01-01","2018-12-31","2"
"3226565","115","1011","7326909230","2012-01-01","2018-12-31","2"
"3226566","115","1011","7326909410","2012-01-01","2018-12-31","2"
"3226567","115","1011","7326909420","2012-01-01","2018-12-31","2"
"3226568","115","1011","7326909430","2012-01-01","2018-12-31","2"
"3226569","115","1011","7326909610","2012-01-01","2018-12-31","2"
"3226570","115","1011","7326909620","2012-01-01","2018-12-31","2"
"3226571","115","1011","7326909630","2012-01-01","2018-12-31","2"
"2954969","115","1011","7326909810","2007-01-01","2018-12-31","2"
"2954970","115","1011","7326909820","2007-01-01","2018-12-31","2"
"2954971","115","1011","7326909830","2007-01-01","2018-12-31","2"
"2954974","115","1011","7604109010","2007-01-01","2018-12-31","2"
"2954976","115","1011","7604109020","2007-01-01","2018-12-31","2"
"2954979","115","1011","7604299010","2007-01-01","2018-12-31","2"
"2954981","115","1011","7604299020","2007-01-01","2018-12-31","2"
"2954983","115","1011","7606111010","2007-01-01","2018-12-31","2"
"2954985","115","1011","7606119110","2007-01-01","2018-12-31","2"
"2954987","115","1011","7606119310","2007-01-01","2018-12-31","2"
"2954990","115","1011","7606119910","2007-01-01","2018-12-31","2"
"3173148","115","1011","7606122010","2011-01-01","2018-12-31","2"
"3173149","115","1011","7606129210","2011-01-01","2018-12-31","2"
"2955014","115","1011","7606129310","2007-01-01","2018-12-31","2"
"2955016","115","1011","7606129910","2007-01-01","2018-12-31","2"
"2955018","115","1011","7606910010","2007-01-01","2018-12-31","2"
"2955021","115","1011","7606920010","2007-01-01","2018-12-31","2"
"2955023","115","1011","7608100020","2007-01-01","2018-12-31","2"
"2955026","115","1011","7608202020","2007-01-01","2018-12-31","2"
"2955028","115","1011","7608208920","2007-01-01","2018-12-31","2"
"2955029","115","1011","7609000010","2007-01-01","2018-12-31","2"
"2955031","115","1011","7613000010","2007-01-01","2018-12-31","2"
"2955036","115","1011","7616100091","2007-01-01","2018-12-31","2"
"2955040","115","1011","7616991010","2007-01-01","2018-12-31","2"
"2955041","115","1011","7616991020","2007-01-01","2018-12-31","2"
"2955043","115","1011","7616999010","2007-01-01","2018-12-31","2"
"2955045","115","1011","7616999020","2007-01-01","2018-12-31","2"
"2955047","115","1011","7616999030","2007-01-01","2018-12-31","2"
"2955050","115","1011","8108906020","2007-01-01","2018-12-31","2"
"2955053","115","1011","8108909091","2007-01-01","2018-12-31","2"
"2955057","115","1011","8308200010","2007-01-01","2018-12-31","2"
"2955063","115","1011","8418991010","2007-01-01","2018-12-31","2"
"2955064","115","1011","8418999010","2007-01-01","2018-12-31","2"
"3517610","115","1011","8421999010","2017-01-01","2018-12-31","2"
"3517860","115","1011","8424908020","2017-01-01","2018-12-31","2"
"2955070","115","1011","8481100510","2007-01-01","2018-12-31","2"
"2955072","115","1011","8481101910","2007-01-01","2018-12-31","2"
"2955074","115","1011","8481109910","2007-01-01","2018-12-31","2"
"2955077","115","1011","8481201020","2007-01-01","2018-12-31","2"
"2955079","115","1011","8481209020","2007-01-01","2018-12-31","2"
"2955084","115","1011","8481309120","2007-01-01","2018-12-31","2"
"2955087","115","1011","8481309920","2007-01-01","2018-12-31","2"
"2955091","115","1011","8481401050","2007-01-01","2018-12-31","2"
"2955094","115","1011","8481409010","2007-01-01","2018-12-31","2"
"2955096","115","1011","8481801110","2007-01-01","2018-12-31","2"
"2955097","115","1011","8481801910","2007-01-01","2018-12-31","2"
"2955099","115","1011","8481804010","2007-01-01","2018-12-31","2"
"2955100","115","1011","8481806350","2007-01-01","2018-12-31","2"
"2955102","115","1011","8481806950","2007-01-01","2018-12-31","2"
"2955104","115","1011","8481807310","2007-01-01","2018-12-31","2"
"2955105","115","1011","8481807910","2007-01-01","2018-12-31","2"
"2955107","115","1011","8481808130","2007-01-01","2018-12-31","2"
"2955108","115","1011","8481808530","2007-01-01","2018-12-31","2"
"2955109","115","1011","8481808730","2007-01-01","2018-12-31","2"
"2955111","115","1011","8481809940","2007-01-01","2018-12-31","2"
"2955113","115","1011","8481900010","2007-01-01","2018-12-31","2"
"3226817","115","1011","8487904010","2012-01-01","2018-12-31","2"
"2955120","115","1011","8487905110","2007-01-01","2018-12-31","2"
"3226818","115","1011","8487905710","2012-01-01","2018-12-31","2"
"2955125","115","1011","8487905910","2007-01-01","2018-12-31","2"
"2955126","115","1011","8487909010","2007-01-01","2018-12-31","2"
"2955129","115","1011","8501101010","2007-01-01","2018-12-31","2"
"2955132","115","1011","8501109110","2007-01-01","2018-12-31","2"
"2955134","115","1011","8501109310","2007-01-01","2018-12-31","2"
"2955136","115","1011","8501109910","2007-01-01","2018-12-31","2"
"2955139","115","1011","8501200020","2007-01-01","2018-12-31","2"
"3174298","115","1011","8501310020","2007-01-01","2018-12-31","2"
"2955143","115","1011","8501330020","2007-01-01","2018-12-31","2"
"2955145","115","1011","8501402020","2007-01-01","2018-12-31","2"
"2955148","115","1011","8501408020","2007-01-01","2018-12-31","2"
"2955150","115","1011","8501510020","2007-01-01","2018-12-31","2"
"2955151","115","1011","8501538120","2007-01-01","2018-12-31","2"
"2955153","115","1011","8501539410","2007-01-01","2018-12-31","2"
"2955155","115","1011","8501539910","2007-01-01","2018-12-31","2"
"2955160","115","1011","8503001010","2007-01-01","2018-12-31","2"
"2955163","115","1011","8503009110","2007-01-01","2018-12-31","2"
"2955165","115","1011","8503009910","2007-01-01","2018-12-31","2"
"2955170","115","1011","8504901810","2007-01-01","2018-12-31","2"
"2955172","115","1011","8504909910","2007-01-01","2018-12-31","2"
"2955178","115","1011","8505110010","2007-01-01","2018-12-31","2"
"2955181","115","1011","8505191010","2007-01-01","2018-12-31","2"
"2955183","115","1011","8505199010","2007-01-01","2018-12-31","2"
"2955186","115","1011","8505200010","2007-01-01","2018-12-31","2"
"3522319","115","1011","8505902910","2017-01-01","2018-12-31","2"
"2955193","115","1011","8505905010","2007-01-01","2018-12-31","2"
"2955196","115","1011","8505909010","2007-01-01","2018-12-31","2"
"2955198","115","1011","8511900010","2007-01-01","2018-12-31","2"
"2955200","115","1011","8516900010","2007-01-01","2018-12-31","2"
"2955203","115","1011","8518900010","2007-01-01","2018-12-31","2"
"2955206","115","1011","8519209910","2007-01-01","2018-12-31","2"
"2955208","115","1011","8519812110","2007-01-01","2018-12-31","2"
"2955212","115","1011","8519814510","2007-01-01","2018-12-31","2"
"2955220","115","1011","8521900010","2007-01-01","2018-12-31","2"
"2955223","115","1011","8522904920","2007-01-01","2018-12-31","2"
"2955225","115","1011","8522904930","2007-01-01","2018-12-31","2"
"2955226","115","1011","8522908010","2007-01-01","2018-12-31","2"
"2955228","115","1011","8522908020","2007-01-01","2018-12-31","2"
"3523494","115","1011","8528698010","2017-01-01","2018-12-31","2"
"2955289","115","1011","8529906520","2007-01-01","2018-12-31","2"
"3048775","115","1011","8529909210","2007-01-01","2018-12-31","2"
"2955290","115","1011","8529909720","2007-01-01","2018-12-31","2"
"2955292","115","1011","8535100010","2007-01-01","2018-12-31","2"
"2955293","115","1011","8535210010","2007-01-01","2018-12-31","2"
"2955294","115","1011","8535290010","2007-01-01","2018-12-31","2"
"2955295","115","1011","8535301010","2007-01-01","2018-12-31","2"
"2955296","115","1011","8535309010","2007-01-01","2018-12-31","2"
"2955297","115","1011","8535400010","2007-01-01","2018-12-31","2"
"2955298","115","1011","8535900010","2007-01-01","2018-12-31","2"
"2955299","115","1011","8536101010","2007-01-01","2018-12-31","2"
"2955300","115","1011","8536105010","2007-01-01","2018-12-31","2"
"2955301","115","1011","8536109010","2007-01-01","2018-12-31","2"
"2955302","115","1011","8536201010","2007-01-01","2018-12-31","2"
"2955303","115","1011","8536209010","2007-01-01","2018-12-31","2"
"2955304","115","1011","8536301010","2007-01-01","2018-12-31","2"
"3687689","115","1011","3904900010","2007-01-01","2019-04-12","3"
"3687690","115","1011","3905190010","2007-01-01","2019-04-12","3"
"3687691","115","1011","3905290010","2007-01-01","2019-04-12","3"
"3687692","115","1011","3905910010","2007-01-01","2019-04-12","3"
"3687693","115","1011","3905999010","2007-01-01","2019-04-12","3"
"3687694","115","1011","3911100010","2007-01-01","2019-04-12","3"
