SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3516795,[478] Export authorization (Dual use),3917400000,,16/11/2016,,,Condition [Y1] Other conditions : Document [X] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD464: (Conditions) If the goods declared are described in footnote ""DU"" linked to the measure, an export authorisation must be presented according to Regulation (EC) 428/2009 and its amendments. | DU445: (Dual use goods) Goods 1A001a from the dual use list."
3516796,[478] Export authorization (Dual use),3920995200,,16/11/2016,,,Condition [Y1] Other conditions : Document [X] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD464: (Conditions) If the goods declared are described in footnote ""DU"" linked to the measure, an export authorisation must be presented according to Regulation (EC) 428/2009 and its amendments. | DU063: (Dual use goods) Goods 1C010 from the dual use list. | DU066: (Dual use goods) Goods 1C101 from the dual use list. | DU629: (Dual use goods) Goods 9C110 from the dual use list."
3516798,[478] Export authorization (Dual use),3920995900,,16/11/2016,,,Condition [Y1] Other conditions : Document [X] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD464: (Conditions) If the goods declared are described in footnote ""DU"" linked to the measure, an export authorisation must be presented according to Regulation (EC) 428/2009 and its amendments. | DU063: (Dual use goods) Goods 1C010 from the dual use list. | DU066: (Dual use goods) Goods 1C101 from the dual use list. | DU629: (Dual use goods) Goods 9C110 from the dual use list."
3516800,[478] Export authorization (Dual use),3921905500,,16/11/2016,,,Condition [Y1] Other conditions : Document [X] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD464: (Conditions) If the goods declared are described in footnote ""DU"" linked to the measure, an export authorisation must be presented according to Regulation (EC) 428/2009 and its amendments. | DU072: (Dual use goods) Goods 1C210 from the dual use list. | DU445: (Dual use goods) Goods 1A001a from the dual use list. | DU449: (Dual use goods) Goods 1A003b from the dual use list."
3516801,[478] Export authorization (Dual use),3921906000,,16/11/2016,,,Condition [Y1] Other conditions : Document [X] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD464: (Conditions) If the goods declared are described in footnote ""DU"" linked to the measure, an export authorisation must be presented according to Regulation (EC) 428/2009 and its amendments. | DU063: (Dual use goods) Goods 1C010 from the dual use list. | DU072: (Dual use goods) Goods 1C210 from the dual use list. | DU445: (Dual use goods) Goods 1A001a from the dual use list. | DU629: (Dual use goods) Goods 9C110 from the dual use list."
3516802,[478] Export authorization (Dual use),3921909000,,16/11/2016,,,Condition [Y1] Other conditions : Document [X] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD464: (Conditions) If the goods declared are described in footnote ""DU"" linked to the measure, an export authorisation must be presented according to Regulation (EC) 428/2009 and its amendments. | DU063: (Dual use goods) Goods 1C010 from the dual use list. | DU072: (Dual use goods) Goods 1C210 from the dual use list. | DU629: (Dual use goods) Goods 9C110 from the dual use list."
3516803,[478] Export authorization (Dual use),3926909200,,16/11/2016,,,Condition [Y1] Other conditions : Document [X] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD464: (Conditions) If the goods declared are described in footnote ""DU"" linked to the measure, an export authorisation must be presented according to Regulation (EC) 428/2009 and its amendments. | DU063: (Dual use goods) Goods 1C010 from the dual use list. | DU155: (Dual use goods) Goods 2B350c from the dual use list. | DU445: (Dual use goods) Goods 1A001a from the dual use list. | DU450: (Dual use goods) Goods 1A004a from the dual use list. | DU574: (Dual use goods) Goods 2B350a from the dual use list. | DU629: (Dual use goods) Goods 9C110 from the dual use list. | DU652: (Dual use goods) Goods 1A006b from the dual use list."
3516804,[478] Export authorization (Dual use),3926909700,,16/11/2016,,,Condition [Y1] Other conditions : Document [X] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD464: (Conditions) If the goods declared are described in footnote ""DU"" linked to the measure, an export authorisation must be presented according to Regulation (EC) 428/2009 and its amendments. | DU063: (Dual use goods) Goods 1C010 from the dual use list. | DU155: (Dual use goods) Goods 2B350c from the dual use list. | DU314: (Dual use goods) Goods 8A002a from the dual use list. | DU319: (Dual use goods) Goods 8C001 from the dual use list. | DU445: (Dual use goods) Goods 1A001a from the dual use list. | DU450: (Dual use goods) Goods 1A004a from the dual use list. | DU574: (Dual use goods) Goods 2B350a from the dual use list. | DU629: (Dual use goods) Goods 9C110 from the dual use list. | DU652: (Dual use goods) Goods 1A006b from the dual use list."
3516805,[478] Export authorization (Dual use),4016930000,,16/11/2016,,,Condition [Y1] Other conditions : Document [X] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD464: (Conditions) If the goods declared are described in footnote ""DU"" linked to the measure, an export authorisation must be presented according to Regulation (EC) 428/2009 and its amendments. | DU072: (Dual use goods) Goods 1C210 from the dual use list."
3516733,[478] Export authorization (Dual use),4901100000,,16/11/2016,,,Condition [Y1] Other conditions : Document [X] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD464: (Conditions) If the goods declared are described in footnote ""DU"" linked to the measure, an export authorisation must be presented according to Regulation (EC) 428/2009 and its amendments. | DU023: (Dual use goods) Goods 0D001 from the dual use list. | DU096: (Dual use goods) Goods 1D001 from the dual use list. | DU097: (Dual use goods) Goods 1D002 from the dual use list. | DU098: (Dual use goods) Goods 1D101 from the dual use list. | DU099: (Dual use goods) Goods 1D103 from the dual use list. | DU100: (Dual use goods) Goods 1D201 from the dual use list. | DU101: (Dual use goods) Goods 1E001 from the dual use list. | DU102: (Dual use goods) Goods 1E002 from the dual use list. | DU103: (Dual use goods) Goods 1E101 from the dual use list. | DU104: (Dual use goods) Goods 1E102 from the dual use list. | DU105: (Dual use goods) Goods 1E103 from the dual use list. | DU106: (Dual use goods) Goods 1E104 from the dual use list. | DU107: (Dual use goods) Goods 1E201 from the dual use list. | DU108: (Dual use goods) Goods 1E202 from the dual use list. | DU109: (Dual use goods) Goods 1E203 from the dual use list. | DU165: (Dual use goods) Goods 2D001 from the dual use list. | DU166: (Dual use goods) Goods 2D002 from the dual use list. | DU167: (Dual use goods) Goods 2D101 from the dual use list. | DU168: (Dual use goods) Goods 2D201 from the dual use list. | DU169: (Dual use goods) Goods 2D202 from the dual use list. | DU170: (Dual use goods) Goods 2E001 from the dual use list. | DU171: (Dual use goods) Goods 2E002 from the dual use list. | DU172: (Dual use goods) Goods 2E003 from the dual use list. | DU173: (Dual use goods) Goods 2E101 from the dual use list. | DU174: (Dual use goods) Goods 2E201 from the dual use list. | DU175: (Dual use goods) Goods 2E301 from the dual use list. | DU207: (Dual use goods) Goods 3D001 from the dual use list. | DU208: (Dual use goods) Goods 3D002 from the dual use list. | DU209: (Dual use goods) Goods 3D003 from the dual use list. | DU210: (Dual use goods) Goods 3D101 from the dual use list. | DU211: (Dual use goods) Goods 3E001 from the dual use list. | DU212: (Dual use goods) Goods 3E002 from the dual use list. | DU213: (Dual use goods) Goods 3E101 from the dual use list. | DU214: (Dual use goods) Goods 3E102 from the dual use list. | DU215: (Dual use goods) Goods 3E201 from the dual use list. | DU224: (Dual use goods) Goods 4D001 from the dual use list. | DU225: (Dual use goods) Goods 4D002 from the dual use list. | DU227: (Dual use goods) Goods 4E001 from the dual use list. | DU235: (Dual use goods) Goods 5D001 from the dual use list. | DU236: (Dual use goods) Goods 5D002 from the dual use list. | DU237: (Dual use goods) Goods 5E001 from the dual use list. | DU238: (Dual use goods) Goods 5E002 from the dual use list. | DU239: (Dual use goods) Goods 5E101 from the dual use list. | DU267: (Dual use goods) Goods 6D001 from the dual use list. | DU268: (Dual use goods) Goods 6D002 from the dual use list. | DU269: (Dual use goods) Goods 6D003 from the dual use list. | DU270: (Dual use goods) Goods 6D102 from the dual use list. | DU271: (Dual use goods) Goods 6D103 from the dual use list. | DU272: (Dual use goods) Goods 6E001 from the dual use list. | DU273: (Dual use goods) Goods 6E002 from the dual use list. | DU274: (Dual use goods) Goods 6E003 from the dual use list. | DU275: (Dual use goods) Goods 6E101 from the dual use list. | DU276: (Dual use goods) Goods 6E201 from the dual use list. | DU299: (Dual use goods) Goods 7D001 from the dual use list. | DU300: (Dual use goods) Goods 7D002 from the dual use list. | DU301: (Dual use goods) Goods 7D003 from the dual use list. | DU302: (Dual use goods) Goods 7D101 from the dual use list. | DU303: (Dual use goods) Goods 7D102 from the dual use list. | DU304: (Dual use goods) Goods 7D103 from the dual use list. | DU305: (Dual use goods) Goods 7E001 from the dual use list. | DU306: (Dual use goods) Goods 7E002 from the dual use list. | DU307: (Dual use goods) Goods 7E003 from the dual use list. | DU308: (Dual use goods) Goods 7E004 from the dual use list. | DU309: (Dual use goods) Goods 7E101 from the dual use list. | DU310: (Dual use goods) Goods 7E102 from the dual use list. | DU311: (Dual use goods) Goods 7E104 from the dual use list. | DU320: (Dual use goods) Goods 8D001 from the dual use list. | DU321: (Dual use goods) Goods 8D002 from the dual use list. | DU322: (Dual use goods) Goods 8E001 from the dual use list. | DU323: (Dual use goods) Goods 8E002 from the dual use list. | DU369: (Dual use goods) Goods 9D001 from the dual use list. | DU370: (Dual use goods) Goods 9D002 from the dual use list. | DU371: (Dual use goods) Goods 9D003 from the dual use list. | DU372: (Dual use goods) Goods 9D004 from the dual use list. | DU373: (Dual use goods) Goods 9D101 from the dual use list. | DU374: (Dual use goods) Goods 9D103 from the dual use list. | DU375: (Dual use goods) Goods 9E001 from the dual use list. | DU376: (Dual use goods) Goods 9E002 from the dual use list. | DU377: (Dual use goods) Goods 9E003 from the dual use list. | DU378: (Dual use goods) Goods 9E101 from the dual use list. | DU379: (Dual use goods) Goods 9E102 from the dual use list. | DU394: (Dual use goods) Goods 5D101 from the dual use list. | DU630: (Dual use goods) Goods 9D104 from the dual use list. | DU631: (Dual use goods) Goods 9D105 from the dual use list. | DU634: (Dual use goods) Goods 3E003 from the dual use list. | DU636: (Dual use goods) Goods 0E001 from the dual use list. | DU638: (Dual use goods) Goods 3D004 from the dual use list. | DU645: (Dual use goods) Goods 1D003 from the dual use list. | DU688: (Dual use goods) Goods 2D003 from the dual use list. | DU690: (Dual use goods) Goods 3D225 from the dual use list. | DU693: (Dual use goods) Goods 4D004 from the dual use list. | DU695: (Dual use goods) Goods 7D004 from the dual use list. | DU696: (Dual use goods) Goods 7D005 from the dual use list. | DU700: (Dual use goods) Goods 6D203 from the dual use list. | DU701: (Dual use goods) Goods 6E203 from the dual use list. | DU706: (Dual use goods) Goods 7D104 from the dual use list."
3516734,[478] Export authorization (Dual use),4901990000,,16/11/2016,,,Condition [Y1] Other conditions : Document [X] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD464: (Conditions) If the goods declared are described in footnote ""DU"" linked to the measure, an export authorisation must be presented according to Regulation (EC) 428/2009 and its amendments. | DU023: (Dual use goods) Goods 0D001 from the dual use list. | DU096: (Dual use goods) Goods 1D001 from the dual use list. | DU097: (Dual use goods) Goods 1D002 from the dual use list. | DU098: (Dual use goods) Goods 1D101 from the dual use list. | DU099: (Dual use goods) Goods 1D103 from the dual use list. | DU100: (Dual use goods) Goods 1D201 from the dual use list. | DU101: (Dual use goods) Goods 1E001 from the dual use list. | DU102: (Dual use goods) Goods 1E002 from the dual use list. | DU103: (Dual use goods) Goods 1E101 from the dual use list. | DU104: (Dual use goods) Goods 1E102 from the dual use list. | DU105: (Dual use goods) Goods 1E103 from the dual use list. | DU106: (Dual use goods) Goods 1E104 from the dual use list. | DU107: (Dual use goods) Goods 1E201 from the dual use list. | DU108: (Dual use goods) Goods 1E202 from the dual use list. | DU109: (Dual use goods) Goods 1E203 from the dual use list. | DU165: (Dual use goods) Goods 2D001 from the dual use list. | DU166: (Dual use goods) Goods 2D002 from the dual use list. | DU167: (Dual use goods) Goods 2D101 from the dual use list. | DU168: (Dual use goods) Goods 2D201 from the dual use list. | DU169: (Dual use goods) Goods 2D202 from the dual use list. | DU170: (Dual use goods) Goods 2E001 from the dual use list. | DU171: (Dual use goods) Goods 2E002 from the dual use list. | DU172: (Dual use goods) Goods 2E003 from the dual use list. | DU173: (Dual use goods) Goods 2E101 from the dual use list. | DU174: (Dual use goods) Goods 2E201 from the dual use list. | DU175: (Dual use goods) Goods 2E301 from the dual use list. | DU207: (Dual use goods) Goods 3D001 from the dual use list. | DU208: (Dual use goods) Goods 3D002 from the dual use list. | DU209: (Dual use goods) Goods 3D003 from the dual use list. | DU210: (Dual use goods) Goods 3D101 from the dual use list. | DU211: (Dual use goods) Goods 3E001 from the dual use list. | DU212: (Dual use goods) Goods 3E002 from the dual use list. | DU213: (Dual use goods) Goods 3E101 from the dual use list. | DU214: (Dual use goods) Goods 3E102 from the dual use list. | DU215: (Dual use goods) Goods 3E201 from the dual use list. | DU224: (Dual use goods) Goods 4D001 from the dual use list. | DU225: (Dual use goods) Goods 4D002 from the dual use list. | DU227: (Dual use goods) Goods 4E001 from the dual use list. | DU235: (Dual use goods) Goods 5D001 from the dual use list. | DU236: (Dual use goods) Goods 5D002 from the dual use list. | DU237: (Dual use goods) Goods 5E001 from the dual use list. | DU238: (Dual use goods) Goods 5E002 from the dual use list. | DU239: (Dual use goods) Goods 5E101 from the dual use list. | DU267: (Dual use goods) Goods 6D001 from the dual use list. | DU268: (Dual use goods) Goods 6D002 from the dual use list. | DU269: (Dual use goods) Goods 6D003 from the dual use list. | DU270: (Dual use goods) Goods 6D102 from the dual use list. | DU271: (Dual use goods) Goods 6D103 from the dual use list. | DU272: (Dual use goods) Goods 6E001 from the dual use list. | DU273: (Dual use goods) Goods 6E002 from the dual use list. | DU274: (Dual use goods) Goods 6E003 from the dual use list. | DU275: (Dual use goods) Goods 6E101 from the dual use list. | DU276: (Dual use goods) Goods 6E201 from the dual use list. | DU299: (Dual use goods) Goods 7D001 from the dual use list. | DU300: (Dual use goods) Goods 7D002 from the dual use list. | DU301: (Dual use goods) Goods 7D003 from the dual use list. | DU302: (Dual use goods) Goods 7D101 from the dual use list. | DU303: (Dual use goods) Goods 7D102 from the dual use list. | DU304: (Dual use goods) Goods 7D103 from the dual use list. | DU305: (Dual use goods) Goods 7E001 from the dual use list. | DU306: (Dual use goods) Goods 7E002 from the dual use list. | DU307: (Dual use goods) Goods 7E003 from the dual use list. | DU308: (Dual use goods) Goods 7E004 from the dual use list. | DU309: (Dual use goods) Goods 7E101 from the dual use list. | DU310: (Dual use goods) Goods 7E102 from the dual use list. | DU311: (Dual use goods) Goods 7E104 from the dual use list. | DU320: (Dual use goods) Goods 8D001 from the dual use list. | DU321: (Dual use goods) Goods 8D002 from the dual use list. | DU322: (Dual use goods) Goods 8E001 from the dual use list. | DU323: (Dual use goods) Goods 8E002 from the dual use list. | DU369: (Dual use goods) Goods 9D001 from the dual use list. | DU370: (Dual use goods) Goods 9D002 from the dual use list. | DU371: (Dual use goods) Goods 9D003 from the dual use list. | DU372: (Dual use goods) Goods 9D004 from the dual use list. | DU373: (Dual use goods) Goods 9D101 from the dual use list. | DU374: (Dual use goods) Goods 9D103 from the dual use list. | DU375: (Dual use goods) Goods 9E001 from the dual use list. | DU376: (Dual use goods) Goods 9E002 from the dual use list. | DU377: (Dual use goods) Goods 9E003 from the dual use list. | DU378: (Dual use goods) Goods 9E101 from the dual use list. | DU379: (Dual use goods) Goods 9E102 from the dual use list. | DU394: (Dual use goods) Goods 5D101 from the dual use list. | DU630: (Dual use goods) Goods 9D104 from the dual use list. | DU631: (Dual use goods) Goods 9D105 from the dual use list. | DU634: (Dual use goods) Goods 3E003 from the dual use list. | DU636: (Dual use goods) Goods 0E001 from the dual use list. | DU638: (Dual use goods) Goods 3D004 from the dual use list. | DU645: (Dual use goods) Goods 1D003 from the dual use list. | DU688: (Dual use goods) Goods 2D003 from the dual use list. | DU690: (Dual use goods) Goods 3D225 from the dual use list. | DU693: (Dual use goods) Goods 4D004 from the dual use list. | DU695: (Dual use goods) Goods 7D004 from the dual use list. | DU696: (Dual use goods) Goods 7D005 from the dual use list. | DU700: (Dual use goods) Goods 6D203 from the dual use list. | DU701: (Dual use goods) Goods 6E203 from the dual use list. | DU706: (Dual use goods) Goods 7D104 from the dual use list."
