SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3471108,[467] Restriction on export,2806100000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471109,[467] Restriction on export,2807000000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471086,[467] Restriction on export,2841610000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471104,[467] Restriction on export,2902300000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471105,[467] Restriction on export,2909110000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471106,[467] Restriction on export,2914110000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471107,[467] Restriction on export,2914120000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471087,[467] Restriction on export,2914310000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471088,[467] Restriction on export,2915240000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471089,[467] Restriction on export,2916340000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471090,[467] Restriction on export,2922430000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471091,[467] Restriction on export,2924230000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471092,[467] Restriction on export,2932910000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471093,[467] Restriction on export,2932920000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471094,[467] Restriction on export,2932930000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471095,[467] Restriction on export,2932940000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471096,[467] Restriction on export,2933320000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3633971,[467] Restriction on export,2933399900,[3249] Other,07/07/2018,,,,"TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3633970,[467] Restriction on export,2933399900,[3200] Mixtures of scheduled substances listed in the Annex to Regulation (EC) No 111/2005 that can be used for the illicit manufacture of narcotic drugs or psychotropic substances,07/07/2018,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471097,[467] Restriction on export,2939410000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471098,[467] Restriction on export,2939420000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3471099,[467] Restriction on export,2939610000,,01/07/2015,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
