SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3607722,[143] Preferential tariff quota,1604204000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD656: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 5 of Annex II"" (OJ L 354, 21.12.2012)."
3607723,[143] Preferential tariff quota,1605510000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD656: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 5 of Annex II"" (OJ L 354, 21.12.2012)."
3607724,[143] Preferential tariff quota,1605520000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD656: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 5 of Annex II"" (OJ L 354, 21.12.2012)."
3607725,[143] Preferential tariff quota,1605531095,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD656: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 5 of Annex II"" (OJ L 354, 21.12.2012)."
3607726,[143] Preferential tariff quota,1605539095,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD656: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 5 of Annex II"" (OJ L 354, 21.12.2012)."
3607727,[143] Preferential tariff quota,1605540000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD656: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 5 of Annex II"" (OJ L 354, 21.12.2012)."
3607728,[143] Preferential tariff quota,1605550000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD656: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 5 of Annex II"" (OJ L 354, 21.12.2012)."
3607729,[143] Preferential tariff quota,1605560000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD656: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 5 of Annex II"" (OJ L 354, 21.12.2012)."
3607730,[143] Preferential tariff quota,1605570000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD656: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 5 of Annex II"" (OJ L 354, 21.12.2012)."
3607731,[143] Preferential tariff quota,1605580000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD656: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 5 of Annex II"" (OJ L 354, 21.12.2012)."
3607732,[143] Preferential tariff quota,1605590000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD656: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 5 of Annex II"" (OJ L 354, 21.12.2012)."
3607733,[143] Preferential tariff quota,3920000000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
3607734,[143] Preferential tariff quota,5607501110,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
3607735,[143] Preferential tariff quota,5607501910,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
3607736,[143] Preferential tariff quota,5607503010,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
3607737,[143] Preferential tariff quota,5607509091,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
3607738,[143] Preferential tariff quota,5608000000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
3607739,[143] Preferential tariff quota,6108220000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
3607740,[143] Preferential tariff quota,6112310000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
3607741,[143] Preferential tariff quota,6112410000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
3607742,[143] Preferential tariff quota,6115100000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
3607743,[143] Preferential tariff quota,6115210000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
3607744,[143] Preferential tariff quota,6115220000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
3607745,[143] Preferential tariff quota,6115300000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
3607746,[143] Preferential tariff quota,6115960000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
3607747,[143] Preferential tariff quota,7321000000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
3607748,[143] Preferential tariff quota,7323000000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
3607749,[143] Preferential tariff quota,7325000000,,01/03/2018 - 28/02/2019,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD653: (Conditions) Subject to the presentation of a proof of origin containing the following statement in English: ""Product originating in accordance with Appendix 2A of Annex II"" (OJ L 354, 21.12.2012)."
